id,name,streetAddress,city,state,zipCode,telephone,website,priceRange,category,ratingValue,neighborhood,Takes Reservations,Delivery,Take-out,Accepts Credit Cards,Good For,Parking,Attire,Ambience,Alcohol,Outdoor Seating,Wi-Fi,Waiter Service,Caters 
2500,Las Tablas Colombian Steakhouse,2942 N Lincoln Ave,Chicago,IL,60657,(773) 871-2414,lastablas.com,$$,Steakhouses;Colombian,4.0,Lakeview,Yes,No,Yes,Yes,Dinner,Street,Casual,Casual,Full Bar,No,Free,Yes,Yes
2501,Same Day Cafe,2651 N Kedzie Ave,Chicago,IL,60647,(773) 342-7040,samedaycafe.com,$$,Desserts;Breakfast & Brunch;Sandwiches,4.5,Logan Square,No,No,Yes,Yes,Brunch,Street,Casual,Casual,No,Yes,Free,Yes,No
2502,Taco In A Bag,4603 N Lincoln Ave,Chicago,IL,60625,(773) 250-2437,tacoInabag.com,$,Fast Food;Mexican;American (New),4.0,Lincoln Square; Ravenswood,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,No,No,Free,No,Yes
2503,Buzz Bait Taqueria,1529 N Wells St,Chicago,IL,60611,(312) 664-2899,buzzbaitchicago.com,$$,Food Stands;Mexican,4.0,Near North Side; Old Town,No,No,Yes,Yes,Dinner,Street,Casual,Casual,Beer & Wine Only,Yes,No,No,No
2504,Gyros On The Spit,2826 N Lincoln Ave,Chicago,IL,60657,(773) 698-7999,gyrosonthespit.com,$$,Greek;Mediterranean,4.5,Lakeview,No,Yes,Yes,Yes,Lunch,Private Lot,Casual,Casual,Full Bar,Yes,Free,Yes,Yes
2505,Jubrano’s,1519 W Taylor St,Chicago,IL,60607,(312) 666-8681,jubranos.com,$,Sandwiches;Mediterranean,4.0,University Village,No,Yes,Yes,Yes,Lunch,Street,Casual,Casual,No,Yes,Free,No,Yes
2506,Bartoli’s Pizzeria,1955 W Addison St,Chicago,IL,60613,(773) 248-0455,bartolispizza.com,$,Pizza,4.0,Roscoe Village,No,Yes,Yes,Yes,Dinner,Street,Casual,Casual,No,No,Free,No,No
2507,Bongiorno’s Italian Deli & Pizzeria,405 N Wabash Ave,Chicago,IL,60611,(312) 755-1255,bongiornoschicago.com,$,Pizza;Delis;Italian,4.0,Near North Side,No,Yes,Yes,Yes,Lunch,Street,Casual,Casual,Beer & Wine Only,Yes,No,Yes,Yes
2508,La Cocina,178 N Franklin St,Chicago,IL,60606,(312) 781-1982,lcmgchicago.com,$,Mexican;Fast Food,4.0,The Loop,No,No,Yes,Yes,Lunch,Street,Casual,Casual,No,No,No,No,Yes
2509,Bistro Dre,2965 N Lincoln Ave,Chicago,IL,60657,(773) 697-9067,bistrodre.com,$$,Desserts;Breakfast & Brunch,4.0,Lakeview,Yes,No,Yes,Yes,Brunch; Dinner,Street,Casual,Casual,Beer & Wine Only,Yes,No,Yes,No
2510,D’amato’s Bakery,1124 W Grand Ave,Chicago,IL,60622,(312) 733-5456,,$,Bakeries;Sandwiches,4.5,Near West Side; Noble Square; West Town,No,No,Yes,No,Lunch,Street,Casual,Casual,No,Yes,No,No,Yes
2511,Friends Sushi,710 N Rush St,Chicago,IL,60611,(312) 787-8998,friendssushi.com,$$,Sushi Bars;Japanese;Asian Fusion,4.0,Near North Side,Yes,Yes,Yes,Yes,Dinner,Street,Casual,Trendy,Full Bar,Yes,No,Yes,Yes
2512,Mexique,1529 W Chicago Ave,Chicago,IL,60622,(312) 850-0288,mexiquechicago.com,$$$,French;Mexican,4.0,Noble Square; West Town,Yes,No,No,Yes,Dinner,Street,Casual,Classy,Beer & Wine Only,No,No,Yes,Yes
2513,Bridge House Tavern,321 N Clark St,Chicago,IL,60654,(312) 644-0283,bridgehousetavern.com,$$,American (New);Bars,4.0,Near North Side,Yes,No,Yes,Yes,Brunch,Garage,Casual,Casual,Full Bar,Yes,Free,Yes,No
2514,Mity Nice Bar & Grill,835 N Michigan Ave,Chicago,IL,60611,(312) 335-4745,mitynicechicago.com,$$,American (New),4.0,Near North Side; Streeterville,Yes,No,Yes,Yes,Dinner,Garage,Casual,Casual,Full Bar,No,No,Yes,No
2515,BenjYehuda,2485 N Clark St,Chicago,IL,60614,(773) 697-3966,benjyehuda.com,$,Middle Eastern,4.0,Lincoln Park,No,Yes,Yes,Yes,Lunch,Street,Casual,Casual,No,No,No,No,Yes
2516,Asian Outpost,1315 S Wabash Ave,Chicago,IL,60605,(312) 662-1100,asian-outpost.com,$$,Sushi Bars;Asian Fusion;Ramen,4.0,Near Southside,Yes,Yes,Yes,Yes,Dinner,Valet; Street,Casual,Casual,Full Bar,Yes,Free,Yes,Yes
2517,Kuma’s Corner,2900 W Belmont Ave,Chicago,IL,60618,(773) 604-8769,kumascorner.com,$$,Pubs;Burgers,4.0,Avondale,No,No,Yes,Yes,Lunch; Dinner,Street,Casual,Divey,Full Bar,Yes,No,Yes,No
2518,Sammy’s Kitchen,5542 W 55th St,Chicago,IL,60638,(773) 735-2802,,$,Breakfast & Brunch,4.5,Garfield Ridge,No,No,Yes,No,Breakfast,Private Lot,Casual,Divey,No,No,No,Yes,No
2519,Crepe Town,3915 N Sheridan Rd,Chicago,IL,60613,(773) 248-8844,,$,Creperies,4.0,Wrigleyville; Lakeview,No,Yes,Yes,Yes,Brunch,Street,Casual,Casual,No,No,No,Yes,No
2520,The Drinkingbird,2201 N Clybourn Ave,Chicago,IL,60614,(773) 472-9920,drinkingbirdchicago.com,$$,American (New);Bars,4.0,DePaul,No,No,Yes,Yes,Dinner,Street,Casual,Hipster,Full Bar,Yes,Free,Yes,No
2521,Kim & Carlo’s Hot Dog Stand,Museum Campus 1400 S Lake Shore Dr,Chicago,IL,60605,,,$,Hot Dogs,4.5,Near Southside,No,No,Yes,Yes,Lunch,Street,Casual,Casual,No,Yes,No,No,No
2522,Isla Pilipina,2501 W Lawrence Ave Unit D,Chicago,IL,60625,(773) 271-2988,islapilipina.com,$$,Filipino,4.0,Lincoln Square; Ravenswood,Yes,No,Yes,Yes,Lunch; Dinner,Private Lot,Casual,Casual,No,No,No,Yes,Yes
2523,DMK Burger Bar,2954 N Sheffield Ave,Chicago,IL,60657,(773) 360-8686,dmkburgerbar.com,$$,Burgers,4.0,Lakeview,No,No,Yes,Yes,Dinner,Street,Casual,Casual,Full Bar,No,No,Yes,No
2524,The Violet Hour,1520 N Damen Ave,Chicago,IL,60622,(773) 252-1500,theviolethour.com,$$$,Lounges;American (New),4.0,West Town; Wicker Park,No,No,No,Yes,Late Night,Street,Dressy,Classy,Full Bar,No,No,Yes,No
2525,RPM Italian,52 W Illinois St,Chicago,IL,60654,(312) 222-1888,rpmitalian.com,$$$,Italian,4.0,Near North Side,Yes,Yes,Yes,Yes,Dinner,Valet,Dressy,Trendy,Full Bar,No,Free,Yes,Yes
2526,Francesca’s On Taylor,1400 W Taylor St,Chicago,IL,60607,(312) 829-2828,miafrancesca.com,$$,Italian,4.0,University Village,Yes,No,Yes,Yes,Dinner,Valet; Street,Casual,Casual,Full Bar,No,Free,Yes,Yes
2527,Haute Sausage,335 S Franklin St,Chicago,IL,60606,(312) 212-1700,hautesausage.com,$,Sandwiches;Food Trucks;Hot Dogs,4.0,The Loop,No,Yes,Yes,Yes,Lunch,Street,Casual,Hipster,No,No,No,No,Yes
2528,Glenns Diner,1820 W Montrose Ave,Chicago,IL,60613,(773) 506-1720,glennsdiner.com,$$,Diners;Seafood,4.0,North Center; Ravenswood; Lakeview,Yes,No,Yes,Yes,Breakfast; Brunch; Dinner,Street,Casual,Casual,Full Bar,Yes,No,Yes,No
2529,Chicken Planet,177 W Van Buren St,Chicago,IL,60605,(312) 360-1409,chickenplanetchicago.com,$,American (New);Sandwiches,4.5,The Loop,No,No,Yes,Yes,Lunch,Street,Casual,Casual,No,No,No,No,No
2530,Hash House a Go Go,1212 N State Pkwy,Chicago,IL,60610,(312) 202-0994,hashhouseagogo.com,$$,American (New);Breakfast & Brunch,3.5,Near North Side,Yes,Yes,Yes,Yes,Brunch,Street; Validated,Casual,Casual,Full Bar,Yes,Free,Yes,Yes
2531,Feed,2803 W Chicago Ave,Chicago,IL,60622,(773) 489-4600,feedrestaurantchicago.com,$,Southern;Diners;Soul Food,4.0,Humboldt Park,No,No,Yes,No,Brunch; Lunch; Dinner,Street,Casual,Casual,No,Yes,No,No,Yes
2532,Taste of Lebanon Restaurant,1509 W Foster Ave,Chicago,IL,60640,(773) 334-1600,,$,Middle Eastern,4.5,Andersonville; Ravenswood; Uptown,No,No,Yes,No,Lunch,Street,Casual,Divey,No,No,No,No,No
2533,TáKoz,2229 W Taylor St,Chicago,IL,60612,(312) 846-6374,,$,Mexican,4.5,University Village,No,Yes,Yes,Yes,Lunch,Street,Casual,Casual,No,No,No,No,No
2534,Paddy Long’s,1028 W Diversey Pkwy,Chicago,IL,60614,(773) 290-6988,paddylongs.com,$$,Pubs;Irish,4.0,Lakeview,No,No,Yes,Yes,Dinner,Street,Casual,Casual,Full Bar,Yes,Free,Yes,No
2535,Taco el Jalisciense,2859 W Chicago Ave,Chicago,IL,60622,(773) 235-2859,,$,Mexican,4.0,Humboldt Park,No,No,Yes,Yes,Lunch,Private Lot,Casual,Divey,No,No,No,No,Yes
2536,Roti Mediterranean Grill,33 N Dearborn St,Chicago,IL,60602,(312) 263-9000,roti.com,$,Mediterranean,4.0,The Loop,No,No,Yes,Yes,Lunch,Street,Casual,Casual,No,Yes,Free,No,Yes
2537,The Tamale Lady,Damen & 21st Pl,Chicago,IL,60608,,,$,Mexican,4.5,Pilsen,No,No,Yes,No,Breakfast,Street,Casual,,No,No,No,No,No
2538,Primos Chicago Pizza Pasta,816 W Van Buren St,Chicago,IL,60607,(312) 243-1052,,$,Pizza;Italian;Sandwiches,4.0,Greektown; Near West Side; West Loop,No,Yes,Yes,Yes,Lunch,Street,Casual,Casual,No,No,No,No,Yes
2539,The Portage,3938 N Central Ave,Chicago,IL,60634,(773) 853-0779,theportagechicago.com,$$,American (New),4.0,Portage Park,Yes,No,Yes,Yes,Dinner,Street; Private Lot,Casual,Trendy,Full Bar,Yes,No,Yes,Yes
2540,The Bento Box,2246 W Armitage Ave,Chicago,IL,60647,(773) 278-3932,thebentoboxchicago.com,$$,Asian Fusion,4.5,Bucktown,Yes,Yes,Yes,No,Dinner,Street,Casual,Casual,No,No,Free,Yes,Yes
2541,Spacca Napoli,1769 W Sunnyside Ave,Chicago,IL,60640,(773) 878-2420,spaccanapolipizzeria.com,$$,Pizza,4.0,Lincoln Square; Ravenswood,Yes,No,Yes,Yes,Dinner,Street,Casual,Casual,Beer & Wine Only,Yes,No,Yes,Yes
2542,The Radler,2375 N Milwaukee Ave,Chicago,IL,60647,(773) 276-0270,dasradler.com,$$,German,4.0,Logan Square,Yes,No,Yes,Yes,Dinner,Street,Casual,Casual,Full Bar,No,Free,Yes,Yes
2543,Henry’s,18 W Hubbard St,Chicago,IL,60654,(312) 955-8018,henrys-chicago.com,$$,Bars;Burgers;Music Venues,4.5,Near North Side,No,No,No,Yes,Late Night,Street,Casual,Trendy,Full Bar,No,No,Yes,Yes
2544,de Quay,2470 N Lincoln Ave,Chicago,IL,60614,(872) 206-8820,dequay-chicago.com,$$$,Indonesian;Comfort Food,4.5,Lincoln Park; DePaul,Yes,No,No,Yes,Dinner,Street,Casual,Casual,Full Bar,No,Free,Yes,
2545,Rice’N Bread,3435 N Sheffield Ave,Chicago,IL,60657,(773) 281-4452,ricenbread.com,$,Korean;Asian Fusion;Breakfast & Brunch,4.5,Lakeview,No,Yes,Yes,Yes,Brunch,Street,Casual,Casual,No,No,Free,Yes,No
2546,Scafuri Bakery,1337 W Taylor St,Chicago,IL,60607,(312) 733-8881,scafuribakery.com,$,Bakeries;Cafes,4.5,University Village,No,Yes,Yes,Yes,Breakfast,Street,Casual,Casual,No,No,Free,No,Yes
2547,Opart Thai House,1906 S State St,Chicago,IL,60606,(312) 567-9898,opartthai.com,$$,Thai,4.0,Near Southside,Yes,Yes,Yes,Yes,Dinner,Street,Casual,Casual,Full Bar,No,No,Yes,Yes
2548,Kathy De’s Deli,3642 S Parnell Ave,Chicago,IL,60609,(773) 373-2688,kathydes.com,$,Delis;Sandwiches,4.5,Bridgeport,No,Yes,Yes,No,Lunch,Street,Casual,Divey,No,Yes,No,No,Yes
2549,The Jibarito Stop,,Chicago,IL,60608,(312) 451-5534,thejibaritostop.com,$,Food Trucks;Puerto Rican,4.5,Pilsen,No,No,Yes,Yes,,,Casual,,,No,,No,
2550,D’Noche,2710 N Milwaukee Ave,Chicago,IL,60647,(773) 289-4274,dnochechicago.com,$$,Latin American;Mexican,4.0,Logan Square,Yes,Yes,Yes,Yes,Dinner,Street; Private Lot,Casual,Casual,Full Bar,Yes,Free,Yes,No
2551,Mr D’s Shish-Kabobs,6656 W Diversey Ave,Chicago,IL,60707,(773) 637-0042,,$,Fast Food,4.5,Montclare,No,No,Yes,No,Lunch,Street,Casual,Divey,No,No,No,No,No
2552,Mary’s Taqueria,1901 S Canalport Ave,Chicago,IL,60616,(312) 491-9999,,$,Mexican,4.5,,No,No,Yes,Yes,Lunch,Street,Casual,Divey,No,No,No,Yes,Yes
2553,Scone City,1632 W Division St,Chicago,IL,60622,(773) 904-8722,sconecity.com,$,Bakeries;Cafes,4.5,West Town; Wicker Park,No,Yes,Yes,Yes,Breakfast,,Casual,Casual,No,Yes,Free,No,Yes
2554,Balena,1633 N Halsted St,Chicago,IL,60614,(312) 867-3888,balenachicago.com,$$$,Italian;Pizza,4.0,Lincoln Park,Yes,Yes,Yes,Yes,Dinner,Valet,Casual,Trendy,Full Bar,No,Free,Yes,No
2555,Artopolis,306 S Halsted St,Chicago,IL,60661,(312) 559-9000,artopolischicago.com,$$,Bakeries;Greek,4.0,Greektown; Near West Side; West Loop,No,No,Yes,Yes,Lunch; Dessert,Street,Casual,Casual,Full Bar,No,No,Yes,Yes
2556,Sushi Dokku,823 W Randolph St,Chicago,IL,60607,(312) 455-8238,sushidokku.com,$$,Sushi Bars;Japanese,4.0,Near West Side; West Loop,Yes,Yes,Yes,Yes,Dinner,Valet; Street,Casual,Trendy,Full Bar,Yes,No,Yes,Yes
2557,Prime & Provisions,222 N Lasalle St,Chicago,IL,60601,(312) 726-7777,primeandprovisions.com,$$$$,American (Traditional);Seafood;Steakhouses,4.5,The Loop,Yes,No,Yes,Yes,Dinner,Valet; Street,Dressy,Trendy,Full Bar,Yes,Free,Yes,Yes
2558,Rootstock Wine & Beer Bar,954 N California Ave,Chicago,IL,60622,(773) 292-1616,rootstockbar.com,$$,American (New);Wine Bars,4.0,Humboldt Park; West Town,No,No,No,Yes,Dinner; Late Night,Street,Casual,Intimate,Full Bar,Yes,No,Yes,No
2559,Go 4 Food,212 W 23rd St,Chicago,IL,60616,(312) 842-8688,go4foodusa.com,$$,Chinese;Seafood;Asian Fusion,4.0,Chinatown,Yes,Yes,Yes,Yes,Lunch; Dinner,Street,Casual,Casual,No,No,Free,Yes,No
2560,Taco & Burrito Express #3,1547 N Ashland Ave,Chicago,IL,60622,(773) 489-1830,,$,Fast Food;Mexican,4.5,West Town; Wicker Park,No,No,Yes,No,Dinner; Late Night,Street,Casual,,No,No,,No,
2561,The Allis,113-125 N Green St,Chicago,IL,60607,(312) 521-8000,theallis.com,$$,Bars;Breakfast & Brunch,4.0,Near West Side; West Loop,Yes,No,No,Yes,Brunch,Street,Casual,Intimate,Full Bar,Yes,No,Yes,No
2562,Take Me Out,1502 W 18th St,Chicago,IL,60608,(312) 929-2509,takemeouthotties.com,$,Chinese;Chicken Wings,4.0,Pilsen,No,No,Yes,Yes,Lunch; Dinner,Street,Casual,Casual,No,No,No,No,Yes
2563,Las Palmas,1835 W North Ave,Chicago,IL,60622,(773) 289-4991,laspalmaschicago.com,$$,Mexican;Latin American,4.0,West Town; Wicker Park,Yes,Yes,Yes,Yes,Dinner,Valet; Street,Casual,Casual,Full Bar,Yes,Free,Yes,Yes
2564,Little Goat,820 W Randolph St,Chicago,IL,60607,(312) 888-3455,littlegoatchicago.com,$$,Diners;American (New),4.0,Near West Side; West Loop,Yes,No,Yes,Yes,Lunch,Valet; Street,Casual,Casual,Full Bar,Yes,Free,Yes,Yes
2565,Mixteco Grill,1601 W Montrose Ave,Chicago,IL,60613,(773) 868-1601,mixtecogrill.com,$$,Mexican;Latin American,4.0,Lakeview,Yes,Yes,Yes,Yes,Dinner,Street,Casual,Casual,No,No,No,Yes,Yes
2566,La Palma Puerto Rican Restaurant,1340 N Homan Ave,Chicago,IL,60651,(773) 862-0886,lapalmarestaurant.com,$,Latin American,4.0,Humboldt Park,No,No,Yes,Yes,Lunch,Street; Private Lot,Casual,Casual,No,No,No,No,Yes
2567,Osaka Sushi Express & Fresh Fruit Smoothies,400 S Michigan Ave,Chicago,IL,60605,(312) 566-0118,osaka2go.com,$,Sushi Bars;Japanese,4.0,The Loop,No,Yes,Yes,Yes,Lunch,Street,Casual,Casual,No,No,Free,No,Yes
2568,Beat Kitchen,2100 W Belmont Ave,Chicago,IL,60618,(773) 281-4444,beatkitchen.com,$$,Restaurants;Music Venues,4.0,Roscoe Village,No,No,Yes,Yes,Dinner; Late Night,Street,Casual,Hipster,Full Bar,Yes,No,Yes,No
2569,The Chicago Diner,2333 N Milwaukee Ave,Chicago,IL,60647,(773) 252-3211,veggiediner.com,$$,Vegan;Vegetarian;Bars,4.5,Logan Square,No,No,Yes,Yes,Lunch,Street,Casual,Hipster,Full Bar,No,Free,Yes,Yes
2570,El Picosito Jibaro,3216 W Lawrence Ave,Chicago,IL,60625,(872) 806-2405,,$,Puerto Rican,4.5,Albany Park,No,Yes,Yes,Yes,,,Casual,,,No,,,
2571,Diner Grill,1635 W Irving Park Rd,Chicago,IL,60613,(773) 248-2030,,$,Diners,4.0,Lakeview,No,No,Yes,Yes,Breakfast; Late Night,Street,Casual,Divey,No,No,No,No,No
2572,Hot Dog Station,4742 N Kimball,Chicago,IL,60625,(773) 588-2580,,$,Hot Dogs;Fast Food;Burgers,4.5,Albany Park,No,No,Yes,Yes,Lunch,Street,Casual,Casual,No,No,Free,No,No
2573,Moon’s Sandwich Shop,16 S Western Ave,Chicago,IL,60612,(312) 226-5094,,$,Sandwiches;Breakfast & Brunch,4.0,Near West Side,No,No,Yes,Yes,Breakfast; Brunch; Lunch,Street,Casual,Divey,No,No,No,Yes,No
2574,Mama Milano’s Pizza Bar,1419 N Wells St,Chicago,IL,60610,(312) 787-3710,mamamilano.com,$$,Pizza,4.0,Near North Side; Old Town,No,Yes,Yes,Yes,Dinner,Valet; Street,Casual,Casual,Full Bar,Yes,Free,Yes,Yes
2575,Puesto Sandwich Stand,3349 N Sheffield Ave,Chicago,IL,60657,(773) 661-2490,puestosandwiches.com,$,Latin American;Cafes;Sandwiches,5.0,Lakeview,No,No,Yes,Yes,Brunch,Street,Casual,Casual,No,Yes,Free,No,No
2576,El Habanero,3300 W Fullerton Ave,Chicago,IL,60647,(773) 227-9225,,$,Mexican;Breakfast & Brunch,4.5,Logan Square,No,No,Yes,No,Brunch,Street,Casual,Casual,No,No,No,Yes,No
2577,Freestyle Food & Drink,660 N State St,Chicago,IL,60654,(312) 202-6050,freestylefoodanddrink.com,$$,American (New),4.0,Near North Side,Yes,No,Yes,Yes,Breakfast,Valet,Casual,Trendy,Full Bar,Yes,Free,Yes,Yes
2578,Chief O’Neill’s Pub & Restaurant,3471 N Elston Ave,Chicago,IL,60618,(773) 583-3066,chiefoneillspub.com,$$,Irish;Pubs;American (New),4.0,Avondale,Yes,Yes,Yes,Yes,Brunch; Dinner,Street,Casual,Casual,Full Bar,Yes,Free,Yes,Yes
2579,De Pasada,1517 W Taylor St,Chicago,IL,60607,(312) 243-6441,,$,Mexican,4.0,University Village,No,Yes,Yes,Yes,Lunch,Street,Casual,Casual,No,No,No,Yes,Yes
2580,Kitchen 17,613 W Briar Pl,Chicago,IL,60657,(773) 661-1757,kitchen17.com,$$,American (New);Vegan,4.5,Lakeview,No,Yes,Yes,Yes,Lunch,Street,Casual,Casual,No,No,Free,No,No
2581,The Bongo Room,5022 N Clark St,Chicago,IL,60640,(773) 728-7900,thebongoroom.com,$$,Breakfast & Brunch,4.0,Andersonville; Ravenswood; Uptown,No,No,Yes,Yes,Brunch,Street,Casual,Trendy,Full Bar,Yes,No,Yes,No
2582,Emperor’s Choice Restaurant,2238 S Wentworth Ave,Chicago,IL,60616,(312) 225-8800,emperorschoicerestaurant.com,$$,Chinese,4.0,Chinatown,Yes,Yes,Yes,Yes,Dinner,Street,Casual,Casual,Full Bar,No,No,Yes,Yes
2583,FTW Chicago,River East Center 322 E Illinois St,Chicago,IL,60611,(312) 245-8331,ftwchicago.com,$$,Arcades;Gastropubs,4.0,Near North Side,No,No,Yes,Yes,Dessert,,Casual,Casual,Full Bar,No,Free,Yes,No
2584,Coyotes Restaurant,1451 W 18th St,Chicago,IL,60608,(312) 243-8550,,$,Mexican,4.0,Pilsen,No,No,Yes,Yes,Late Night,,Casual,,No,No,No,Yes,No
2585,Taqueria Traspasada,3144 N California Ave,Chicago,IL,60618,(773) 539-4533,,$,Mexican;Seafood,4.0,Avondale,No,Yes,Yes,Yes,Lunch; Dinner; Late Night,Street,Casual,Divey,Beer & Wine Only,No,No,Yes,Yes
2586,Tom Yum Cafe,608 W Barry Ave,Chicago,IL,60657,(773) 270-5646,tomyumcafe.com,$,Thai,4.5,Lakeview,No,Yes,Yes,Yes,Lunch,Street,Casual,Divey,No,No,No,Yes,No
2587,The Orbit Room,2959 N California Ave,Chicago,IL,60618,(773) 588-8540,orbitroomchicago.com,$$,American (Traditional);Lounges,4.0,Avondale,Yes,No,Yes,Yes,Dinner,Street,Casual,Casual,Full Bar,Yes,No,Yes,No
2588,Luke’s Lobster,134 N LaSalle St,Chicago,IL,60602,,lukeslobster.com,$$,Seafood,4.0,The Loop,No,Yes,Yes,Yes,Lunch,Street,Casual,Casual,Beer & Wine Only,Yes,No,No,Yes
2589,Via Lima,4024 N Lincoln Ave,Chicago,IL,60618,(773) 348-4900,vialimachicago.com,$$$,Peruvian,4.0,North Center,Yes,No,No,Yes,Dinner,Private Lot,Casual,Upscale,Full Bar,No,Free,Yes,No
2590,Lula Cafe,2537 N Kedzie Blvd,Chicago,IL,60647,(773) 489-9554,lulacafe.com,$$,American (New);Breakfast & Brunch,4.0,Logan Square,Yes,No,Yes,Yes,Brunch,Street,Casual,Hipster,Full Bar,Yes,No,Yes,No
2591,Great Sea Chinese Restaurant,3254 W Lawrence Ave,Chicago,IL,60625,(773) 478-9129,,$$,Chinese;Korean;Chicken Wings,4.0,Albany Park,Yes,No,Yes,Yes,Dinner,Street,Casual,Casual,Full Bar,No,No,Yes,Yes
2592,Ani,3056 N Lincoln Ave,Chicago,IL,60657,(872) 206-8553,anichicago.com,$$,Japanese;Sushi Bars,4.0,Lakeview,Yes,Yes,Yes,Yes,Dinner,Street,Casual,Trendy,Full Bar,Yes,Free,Yes,Yes
2593,Bacino’s of Lincoln Park,2204 N Lincoln Ave,Chicago,IL,60614,(773) 472-7400,bacinos.com/index.html,$$,Pizza;Italian,4.0,Lincoln Park,Yes,Yes,Yes,Yes,Dinner,Street,Casual,Casual,Full Bar,No,Free,Yes,Yes
2594,Sofi Restaurant,616 S Dearborn St,Chicago,IL,60605,(312) 753-5504,sofirestaurantandbar.com,$$,Italian,4.0,Printer's Row; South Loop,Yes,No,Yes,Yes,Dinner,Street,Casual,Intimate,Full Bar,Yes,Free,Yes,No
2595,Janik’s Cafe,2011 W Division St,Chicago,IL,60622,(773) 276-7930,janikscafe.com,$,American (Traditional);Breakfast & Brunch;Cafes,4.0,West Town; Ukrainian Village,No,Yes,Yes,Yes,Brunch,Street,Casual,Casual,Full Bar,Yes,No,Yes,Yes
2596,BenjYehuda,212 W Van Buren,Chicago,IL,60607,(312) 408-2365,benjyehuda.com,$,Mediterranean;Middle Eastern,4.0,The Loop,No,No,Yes,Yes,Lunch,Street,Casual,Casual,No,No,No,No,Yes
2597,Home Style Taste Chinese,3205 S Halsted St,Chicago,IL,60608,(312) 949-9328,,$$,Chinese,4.0,Bridgeport,Yes,Yes,Yes,Yes,Lunch,Street,Casual,Casual,Beer & Wine Only,No,No,Yes,No
2598,Pierogi Heaven,169 N Wells St,Chicago,IL,60606,(312) 263-9305,pierogiheaven.com,$,Polish,4.5,The Loop,No,Yes,Yes,Yes,Lunch,Street,Casual,Casual,No,No,No,No,Yes
2599,Cleos,1935 W Chicago Ave,Chicago,IL,60622,(312) 243-5600,cleosbar.com,$$,Bars;American (Traditional),4.0,West Town; Ukrainian Village,No,No,Yes,Yes,Dinner; Late Night,Street,Casual,Divey,Full Bar,Yes,Free,Yes,No
2600,Grange Hall Burger Bar,844 W Randolph St,Chicago,IL,60607,(312) 491-0844,grangehallburgerbar.com,$$,Burgers;Breakfast & Brunch,4.0,Near West Side; West Loop,Yes,Yes,Yes,Yes,Dinner,Valet; Street,Casual,Casual,Full Bar,Yes,Free,Yes,Yes
2601,Tacos El Picapiedra,1232 N Milwaukee Ave,Chicago,IL,60622,,,$,Mexican,5.0,West Town,No,No,Yes,No,Late Night,,Casual,,No,No,No,No,No
2602,El Cubanito,2555 N Pulaski Rd,Chicago,IL,60639,(773) 235-2555,,$,Cuban;Sandwiches,4.5,Logan Square,No,No,Yes,Yes,Lunch,Street; Private Lot,Casual,Casual,No,No,No,No,No
2603,Three Aces,1321 W Taylor St,Chicago,IL,60607,(312) 243-1577,threeaceschicago.com,$$,Italian;Gastropubs;Pizza,4.0,University Village,Yes,No,Yes,Yes,Dinner; Late Night,Street,Casual,Casual,Full Bar,Yes,No,Yes,No
2604,Tank Noodle Restaurant,4953 N Broadway,Chicago,IL,60640,(773) 878-2253,tank-noodle.com,$,Vietnamese,4.0,Uptown,Yes,No,Yes,Yes,Lunch; Dinner,Street,Casual,Casual,No,No,No,Yes,No
2605,Enoteca Roma Ristorante,2146 W Division St,Chicago,IL,60622,(773) 772-7700,,$$,Wine Bars;Italian,4.0,West Town; Wicker Park,Yes,Yes,Yes,Yes,Dinner,Valet; Street,Casual,Romantic,Full Bar,Yes,No,Yes,Yes
2606,Publican Quality Meats,825 W Fulton Market St,Chicago,IL,60607,(312) 445-8977,publicanqualitymeats.com,$$,Butcher;Delis;Meat Shops,4.5,Fulton Market; Near West Side; West Loop,No,No,Yes,Yes,Lunch,Street; Private Lot,Casual,Casual,Beer & Wine Only,Yes,Free,Yes,Yes
2607,Outdoor Grill,3265 N Milwaukee Ave,Chicago,IL,60618,(773) 202-9980,theoutdoorgrillchicago.com,$,American (New);Greek;Fast Food,4.5,Avondale,No,Yes,Yes,Yes,Lunch,Private Lot,Casual,Casual,No,No,,No,Yes
2608,Oak + Char,217 W Huron,Chicago,IL,60654,(312) 643-2427,oakandchar.com,$$$,American (New),4.0,Near North Side; River North,Yes,No,Yes,Yes,Dinner,Valet; Street,Casual,Trendy,Full Bar,Yes,Free,Yes,No
2609,Taketei,1111 W Berwyn Ave,Chicago,IL,60640,(773) 769-9292,,$$,Sushi Bars;Japanese,4.5,Edgewater,Yes,No,Yes,Yes,Dinner,Street,Casual,Casual,No,No,,Yes,Yes
2610,Mia Figlia,5304 W Devon Ave,Chicago,IL,60646,(773) 792-8300,miafigliarestaurant.com,$$,Italian,4.0,Forest Glen,Yes,No,Yes,Yes,Dinner,Street; Private Lot,Casual,Casual,Full Bar,No,No,Yes,Yes
2611,Irazu,1865 N Milwaukee Ave,Chicago,IL,60647,(773) 252-5687,irazuchicago.com,$$,Latin American;Vegetarian,4.0,Bucktown,Yes,Yes,Yes,No,Dinner,Street,Casual,Casual,No,Yes,No,Yes,Yes
