ID,Title,Author,Hardcover,Paperback,NOOK_Book,Audiobook,ISBN_13_DUMMY,ISBN_13,Series,Publisher,Publication_Date,Sales_rank,Pages,Product_dimensions
392.html,Effective Modern C++: 42 Specific Ways to Improve Your Use of C++11 and C++14,Scott Meyers,,$39.96 ,$24.99 ,,9.78149E+12,978-1491903995,,"O'Reilly Media, Incorporated",,"121,197",336,6.90(w) x 9.10(h) x 0.80(d)
393.html,Adobe Photoshop Elements 13 Classroom in a Book,Jeff Carlson,,$36.03 ,$23.49 ,,9.78013E+12,978-0133987072,Classroom in a Book Series,Adobe Press,,"121,247",312,7.30(w) x 9.00(h) x 0.60(d)
394.html,CompTIA Advanced Security Practitioner (CASP) CAS-002 Cert Guide,Troy McMillan# Robin Abernathy,$41.16 ,,$27.99 ,,9.78079E+12,978-0789754011,Cert Guide Series,Pearson IT Certification,,"121,248",752,7.70(w) x 9.20(h) x 1.80(d)
395.html,"CompTIA Network+ Certification All-in-One Exam Guide, 5th Edition (Exam N10-005)",Mike Meyers,,,$45.00 ,,9.78007E+12,978-0071799751,All-in-One,McGraw-Hill Education,,"442,013",820,
396.html,Practical Object-Oriented Design in Ruby: An Agile Primer / Edition 1,Sandi Metz,,$29.02 ,$28.79 ,,9.78032E+12,978-0321721334,Addison-Wesley Professional Ruby Series,Addison-Wesley,,"121,404",272,6.90(w) x 9.00(h) x 0.60(d)
397.html,Routing and Switching Essentials Companion Guide / Edition 1,Cisco Networking Academy,$53.34 ,,$42.66 ,,9.78159E+12,978-1587133183,Companion Guide Series,Cisco Press,,"121,431",864,7.90(w) x 9.20(h) x 1.70(d)
398.html,A World History of Photography / Edition 4,Naomi Rosenblum,$48.39 ,$37.89 ,,,9.78079E+12,978-0789209375,,Abbeville Publishing Group,,"106,230",712,8.80(w) x 11.50(h) x 1.50(d)
399.html,"Data Warehouse ETL Toolkit: Practical Techniques for Extracting, Cleaning, Conforming, and Delivering Data / Edition 1",Ralph Kimball# Joe Caserta,,$32.14 ,$23.49 ,,9.78076E+12,978-0764567575,,Wiley,,"217,484",528,7.44(w) x 9.22(h) x 1.08(d)
400.html,Management Information Systems / Edition 13,Kenneth C. Laudon# Jane P. Laudon,$218.05 , ,,,9.78013E+12,978-0133050691,,Prentice Hall,,"135,128",648,8.40(w) x 10.90(h) x 1.10(d)
401.html,Samsung Galaxy Tab 10.1 For Dummies,Dan Gookin,,$19.12 ,$12.99 ,,9.78112E+12,978-1118228333,For Dummies Series,Wiley,,"166,471",336,7.30(w) x 9.10(h) x 0.90(d)
402.html,Cyber War: The Next Threat to National Security and What to Do About It,Richard A. Clarke# Robert Knake,,$13.79 ,$11.88 ,$37.19 ,9.78006E+12,978-0061962240,,HarperCollins Publishers,,"117,406",320,5.42(w) x 7.78(h) x 0.78(d)
403.html,Don't Drop Ship! A Guide to Starting Your Own Drop Ship Business and Reasons Why You Probably Shouldn't,Brilliant Building,,,,,2.94005E+12,294-0045633642,,Brilliant Building,,"128,206",,
404.html,You Don't Know JS: Up & Going,Kyle Simpson,,$4.99 ,$0.00 ,,9.78149E+12,978-1491924464,,"O'Reilly Media, Incorporated",,"265,194",88,5.90(w) x 8.80(h) x 0.50(d)
405.html,15 Handpicked Unique Suppliers for Handmade Businesses 2015 - 2016,Renae Christine,,,,,2.94015E+12,294-0152287059,,Renae Christine,,"129,165",,
406.html,World of Warcraft: Dawn of the Aspects: Part III,Richard A. Knaak,,,,,9.78148E+12,978-1476708621,,Pocket Star,,"129,052",100,
407.html,Intel Galileo and Intel Galileo Gen 2: API Features and Arduino Projects for Linux Programmers,Manoel Carlos Ramon,,$44.99 ,$0.00 ,,9.78143E+12,978-1430268390,,Apress,,,680,6.00(w) x 9.00(h) x (d)
408.html,Turing's Cathedral: The Origins of the Digital Universe,George Dyson, ,$12.93 ,$12.99 , ,9.7814E+12,978-1400075997,,Knopf Doubleday Publishing Group,,"319,215",464,5.30(w) x 7.90(h) x 0.94(d)
409.html,Teach Yourself VISUALLY OS X Yosemite,Paul McFedries,,$23.23 ,$15.99 ,,9.78112E+12,978-1118991237,Teach Yourself VISUALLY (Tech) Series,Wiley,,"129,497",352,7.30(w) x 9.00(h) x 0.90(d)
410.html,Building Websites All-in-One For Dummies,David Karlins# Doug Sahlin,,$24.44 ,$18.49 ,,9.78112E+12,978-1118270035,For Dummies Series,Wiley,,"142,355",816,9.20(w) x 7.40(h) x 1.80(d)
411.html,"CCNA Routing and Switching Study Guide: Exams 100-101, 200-101, and 200-120",Todd Lammle,,$43.49 ,$31.49 ,,9.78112E+12,978-1118749616,,Wiley,,"158,578",1176,7.40(w) x 9.20(h) x 2.40(d)
412.html,Beginning C++ Through Game Programming / Edition 4,Michael Dawson,,$23.50 ,$27.99 ,,9.78131E+12,978-1305109919,,Cengage Learning,,"129,740",416,7.30(w) x 9.00(h) x 1.10(d)
413.html,The LEGO MINDSTORMS EV3 Idea Book: 181 Simple Machines and Clever Contraptions,Yoshihito Isogawa,,$17.35 ,$13.99 ,,9.78159E+12,978-1593276003,,"No Starch Press San Francisco, CA",,"142,447",232,7.80(w) x 10.00(h) x 0.70(d)
414.html,CASP CompTIA Advanced Security Practitioner Study Guide: Exam CAS-002,Michael Gregg,,$52.64 ,$31.49 ,,9.78112E+12,978-1118930847,,Wiley,,"129,882",624,7.40(w) x 9.20(h) x 1.30(d)
415.html,The Pragmatic Programmer: From Journeyman to Master / Edition 1,Andrew Hunt# David Thomas,,$31.90 ,$31.99 ,,9.7802E+12,978-0201616224,,Addison-Wesley,,"129,905",321,7.30(w) x 9.20(h) x 0.70(d)
416.html,CCNA Wireless 640-722 Official Cert Guide,David Hucaby,$34.44 ,,$23.49 ,,9.78159E+12,978-1587205620,Certification Guide Series,Cisco Press,,"142,678",544,7.50(w) x 9.20(h) x 1.30(d)
417.html,Learn to Program / Edition 2,Chris Pine,,$13.21 ,,,9.78193E+12,978-1934356364,Facets of Ruby Series,"Pragmatic Programmers, LLC, The",,"117,500",194,7.40(w) x 8.90(h) x 0.80(d)
418.html,Letting Go of the Words: Writing Web Content that Works / Edition 2,Janice (Ginny) Redish,,$30.45 ,$28.99 ,,9.78012E+12,978-0123859303,Interactive Technologies Series,Elsevier Science,,"130,053",368,7.56(w) x 9.10(h) x 0.69(d)
419.html,MOS 2013 Study Guide for Microsoft Excel,Joan Lambert,,$16.01 ,$9.49 ,,9.78074E+12,978-0735669208,,Microsoft Press,,"130,064",166,7.30(w) x 8.90(h) x 0.50(d)
420.html,Hamster Revolution: How to Manage Your Email Before It Manages You,Mike Song# Vicki Halsey# Tim Burress,$12.63 ,$12.91 ,$8.99 , ,9.78158E+12,978-1576755730,Bk Business Series,"Berrett-Koehler Publishers, Inc.",,"130,086",129,8.24(w) x 5.50(h) x 0.42(d)
421.html,MOS 2013 Study Guide for Microsoft Excel Expert,Mark Dodge,,$19.02 ,$11.99 ,,9.78074E+12,978-0735669215,,Microsoft Press,,"130,221",184,7.30(w) x 8.90(h) x 0.50(d)
422.html,CompTIA A+ Complete Deluxe Study Guide: Exams 220-801 and 220-802,Quentin Docter# Emmett Dulaney# Toby Skandier,$45.64 ,,,,9.78112E+12,978-1118324066,,Wiley,,"181,354",1232,7.30(w) x 9.40(h) x 1.70(d)
423.html,NOOK Tablet For Dummies,Corey Sandler,,$9.99 ,$5.49 ,,9.78112E+12,978-1118306130,For Dummies Series,Wiley,,"429,028",224,5.40(w) x 8.40(h) x 0.60(d)
424.html,Quicken 2015 The Official Guide,Bobbi Sandberg,,$20.01 ,$14.49 ,,9.78007E+12,978-0071850391,Official Guide Series,McGraw-Hill Professional Publishing,,"142,245",576,7.30(w) x 9.00(h) x 1.20(d)
425.html,Reality Is Broken: Why Games Make Us Better and How They Can Change the World,Jane McGonigal, ,$14.22 ,$13.99 , ,9.78014E+12,978-0143120612,,Penguin Publishing Group,,"190,342",416,
426.html,How To Start A Profitable Authority Blog In Under One Hour,Passive Marketing,,,,,2.94015E+12,294-0152332193,,Passive Marketing,,"92,514",,
427.html,The Future of Learning Institutions in a Digital Age,Cathy N. Davidson# David Theo Goldberg,,$15.20 ,$0.00 ,,9.78026E+12,978-0262513593,The John D. and Catherine T. MacArthur Foundation Reports on Digital Media and Learning,MIT Press,,"1,417,878",88,
428.html,Data Structures and Other Objects Using C++ / Edition 4,Michael Main# Walter Savitch,,$130.61 ,,,9.78013E+12,978-0132129480,,Pearson,,"131,543",848,7.30(w) x 9.10(h) x 1.30(d)
429.html,Succeeding in Business with Microsoft Excel 2013: A Problem-Solving Approach,Debra Gross,,$128.07 ,,,9.78129E+12,978-1285099149,New Perspectives Series,Cengage Learning,,"144,942",720,7.30(w) x 9.10(h) x 1.10(d)
430.html,"The NOOK Book: An Unofficial Guide: Everything You Need to Know about the Samsung Galaxy Tab 4 NOOK, NOOK GlowLight, and NOOK Reading Apps",Patrick Kanouse,,$19.99 ,$9.49 ,,9.78079E+12,978-0789754486,,Que,,"196,007",416,6.00(w) x 8.90(h) x 0.90(d)
431.html,How Computers Work,Ron White# Timothy Edward Downs,,$29.97 ,,,9.78079E+12,978-0789749840,How It Works Series,Que,,"131,906",384,7.90(w) x 9.90(h) x 0.80(d)
432.html,"Learning PHP, MySQL & JavaScript: With jQuery, CSS & HTML5",Robin Nixon,,$30.31 ,$24.99 ,,9.78149E+12,978-1491918661,,"O'Reilly Media, Incorporated",,"113,605",812,6.90(w) x 9.10(h) x 1.80(d)
433.html,Eloquent JavaScript: A Modern Introduction to Programming,Marijn Haverbeke,,$24.22 ,$22.99 ,,9.78159E+12,978-1593275846,,"No Starch Press San Francisco, CA",,"139,597",472,7.00(w) x 9.20(h) x 1.20(d)
434.html,Data Science for Business: What you need to know about data mining and data-analytic thinking,Foster Provost# Tom Fawcett,,$39.99 ,$19.99 ,,9.78145E+12,978-1449361327,,"O'Reilly Media, Incorporated",,"145,475",414,7.00(w) x 9.10(h) x 0.90(d)
435.html,Cisco Networking All-in-One For Dummies,Edward Tetz,,$24.47 ,$20.99 ,,9.78047E+12,978-0470945582,For Dummies Series,Wiley,,"139,833",720,7.40(w) x 9.10(h) x 1.60(d)
436.html,Pillars of Eternity: Prima Official Game Guide,Howard Grossman# Tim Bogenn,,,,,9.7811E+12,978-1101898239,,DK Games,,"132,344",512,8.30(w) x 11.10(h) x 1.10(d)
437.html,"RHCSA/RHCE Red Hat Linux Certification Study Guide (Exams EX200 & EX300), 6th Edition",Michael Jang,,,$45.00 ,,9.78007E+12,978-0071765671,Certification Press,McGraw-Hill Education,,"377,140",896,
438.html,1001 Incredible Things to Do on the Internet,Ken Leebow, ,$15.49 ,$9.99 ,,9.78045E+12,978-0446678810,,Grand Central Publishing,,"132,427",244,9.25(w) x 7.50(h) x 0.51(d)
439.html,"RHCSA & RHCE Red Hat Enterprise Linux 7: Training and Exam Preparation Guide (EX200 and EX300), Third Edition",Asghar Ghori,,$60.00 ,$23.49 ,,9.7815E+12,978-1495148200,,Asghar Ghori,,"132,624",774,7.44(w) x 9.69(h) x 1.54(d)
440.html,Data Jujitsu: The Art of Turning Data into Product,DJ Patil,,$15.03 ,$0.00 ,,9.78145E+12,978-1449341121,,"O'Reilly Media, Incorporated",,"133,007",26,
441.html,The Big Book of Building: Everything Minecraft(TM) Imagine it... Create it... Build it,Triumph Books,$13.67 ,,$10.99 ,,9.78163E+12,978-1629370286,,Triumph Books,,"134,357",192,
442.html,Teach Yourself VISUALLY MacBook Air,Guy Hart-Davis,,$21.02 ,$15.99 ,,9.78112E+12,978-1118816288,Teach Yourself VISUALLY (Tech) Series,Wiley,,"148,303",384,7.40(w) x 9.10(h) x 0.90(d)
443.html,Microsoft Access 2010 Step by Step,Joyce Cox# Joan Lambert,,$21.86 ,$16.49 ,,9.78074E+12,978-0735626928,Step by Step Series,Microsoft Press,,"115,356",448,7.40(w) x 8.90(h) x 1.20(d)
444.html,Adobe Illustrator CS6 Classroom in a Book,Adobe Creative Team,,$33.35 ,$25.49 ,,9.78032E+12,978-0321822482,Classroom in a Book Series,Adobe Press,,"134,714",480,7.44(w) x 8.90(h) x 0.90(d)
445.html,CompTIA Project+ Study Guide: Exam PK0-003 / Edition 1,Kim Heldman# William Heldman,,$28.59 ,$25.99 ,,9.78047E+12,978-0470585924,,Wiley,,"135,052",360,7.30(w) x 9.20(h) x 1.10(d)
446.html,Our Final Invention: Artificial Intelligence and the End of the Human Era,James Barrat,$20.15 ,$13.72 ,$9.99 ,$9.99 ,9.78125E+12,978-1250058782,,St. Martin's Press,,"180,000",336,5.40(w) x 8.30(h) x 1.00(d)
447.html,The Idea Factory: Bell Labs and the Great Age of American Innovation,Jon Gertner, ,$13.82 ,$13.99 ,,9.78014E+12,978-0143122791,,Penguin Publishing Group,,"175,333",432,
448.html,Block City: How to Build Incredible Worlds in Minecraft,Kirsten Kearney# Yazur Strovoz,,,,,9.78142E+12,978-1419716188,,"Abrams, Harry N., Inc.",,"145,181",256,6.70(w) x 9.00(h) x 1.00(d)
449.html,Starting an Etsy Business For Dummies,Kate Gatski# Kate Shoup,,$10.55 ,$11.49 ,,9.78112E+12,978-1118590249,For Dummies Series,Wiley,,"136,897",384,9.00(w) x 7.30(h) x 0.90(d)
450.html,eBay For Dummies,Marsha Collier,,$19.36 ,$16.99 ,,9.78112E+12,978-1118748862,For Dummies Series,Wiley,,"136,930",408,7.30(w) x 9.20(h) x 0.90(d)
451.html,"Writing on the Wall: Social Media - The First 2,000 Years",Tom Standage,$18.45 ,$12.60 ,$9.49 ,$29.99 ,9.78162E+12,978-1620402856,,Bloomsbury USA,,"137,294",288,8.20(w) x 5.50(h) x 0.60(d)
452.html,The Art of R Programming: A Tour of Statistical Software Design / Edition 1,Norman Matloff,,$26.19 ,$18.49 ,,9.78159E+12,978-1593273842,,"No Starch Press San Francisco, CA",,"137,392",400,7.00(w) x 9.20(h) x 1.00(d)
453.html,The Rules for Online Dating: Capturing the Heart of Mr. Right in Cyberspace,Ellen Fein# Sherrie Schneider,,$13.04 ,$13.99 ,,9.78074E+12,978-0743451475,,Gallery Books,,"146,068",256,5.40(w) x 0.70(h) x 8.20(d)
454.html,Real-Time Big Data Analytics: Emerging Architecture,Mike Barlow,,$15.82 ,$0.00 ,,9.78145E+12,978-1449364694,,"O'Reilly Media, Incorporated",,"138,327",,
455.html,Tony Northrup's Adobe Photoshop Lightroom 5 Video Book: Training for Photographers,Tony Northrup,,$17.32 ,$9.99 ,,2.94015E+12,294-0149872466,,Mason Press,,"139,044",256,
456.html,Easy Password Creation Systems For Life (Introduction),Josephine Rosenburgh,,,$0.00 ,,2.94005E+12,294-0045955690,Easy Password Creation Systems For Life,Josephine Rosenburgh,,"138,887",,
457.html,Minecraft: A Beginner's Guide,Harbor City Apps,,,,,2.94004E+12,294-0044205710,,Harbor City Apps,,"138,602",,
458.html,Trinket: A Feyland Tale,Anthea Sharp,,,,,2.94015E+12,294-0148454625,Feyland,Fiddlehead Press,,"138,596",,
459.html,Covenant (Hellgate London Series #3),Mel Odom,, ,$7.99 ,,9.78142E+12,978-1416580119,Hellgate London Series,Pocket Books,,"154,528",464,
460.html,LinkedIn For Dummies,Joel Elad,,$17.90 ,$12.99 ,,9.78112E+12,978-1118822210,For Dummies Series,Wiley,,"139,444",384,7.30(w) x 9.10(h) x 0.50(d)
461.html,"Getting Your Shot: Stunning Photos, How-to Tips, and Endless Inspiration From the Pros",National Geographic,,,,,9.78143E+12,978-1426215346,,National Geographic Society,,"139,489",288,7.97(w) x 7.98(h) x 0.69(d)
462.html,"Blog, Inc.: Blogging for Passion, Profit, and to Create Community",Joy Deangdeelert Cho,,$11.85 ,$10.99 ,,9.78145E+12,978-1452107202,,Chronicle Books LLC,,"148,299",184,5.50(w) x 7.90(h) x 0.60(d)
463.html,Nikon D3300 For Dummies,Julie Adair King,,$25.28 ,$15.99 ,,9.78112E+12,978-1118204979,,Wiley,,"148,323",320,7.30(w) x 9.10(h) x 0.70(d)
464.html,Photoshop CC For Dummies,Peter Bauer,,$23.45 ,$15.99 ,,9.78112E+12,978-1118645758,For Dummies Series,Wiley,,"155,007",448,7.30(w) x 9.00(h) x 0.90(d)
465.html,Pokemon X & Pokemon Y: The Official Kalos Region Guidebook: The Official Pokemon Strategy Guide,Pokemon Company International, , ,,,9.7808E+12,978-0804163217,,"Random House, Inc.",,"139,549",416,
466.html,Agile Project Management For Dummies,Mark C. Layton# Rachele Maurer,,$20.98 ,$16.49 ,,9.78112E+12,978-1118026243,For Dummies Series,Wiley,,"139,563",360,7.30(w) x 9.20(h) x 1.00(d)
467.html,Digital Photography: A Basic Manual,Henry Horenstein,,$21.46 ,,,9.78032E+12,978-0316020749,,"Little, Brown and Company",,"139,714",240,8.25(w) x 9.50(h) x 0.75(d)
468.html,Microsoft Office Home and Student Edition 2013 All-in-One For Dummies,Peter Weverka,,$23.93 ,$15.99 ,,9.78112E+12,978-1118516379,For Dummies Series,Wiley,,"155,302",672,7.30(w) x 9.00(h) x 1.50(d)
469.html,Professional WordPress: Design and Development,Brad Williams# David Damstra# Hal Stern,,$36.14 ,$28.99 ,,9.78112E+12,978-1118987247,,Wiley,,"129,967",504,7.30(w) x 9.20(h) x 1.00(d)
470.html,Samsung Galaxy Tab A: A Guide for Beginners,Steve Markelo,,,,,9.78151E+12,978-1514328057,,CreateSpace Publishing,,"140,113",42,5.00(w) x 8.00(h) x 0.09(d)
471.html,Photographer's Guide to the Nikon Coolpix P600,Alexander S. White,,$24.95 ,$9.99 ,,9.78194E+12,978-1937986254,,White Knight Press,,"140,130",424,8.70(w) x 5.50(h) x 1.20(d)
472.html,"Open: How we'll work, live and learn in the future",David Price,,$12.71 ,$3.59 ,,9.78191E+12,978-1909979017,,Crux Publishing Ltd,,"186,128",232,5.90(w) x 8.90(h) x 0.70(d)
473.html,Nikon D3200 For Dummies,Julie Adair King,,$20.37 ,$15.99 ,,9.78112E+12,978-1118446836,For Dummies Series,Wiley,,"166,483",400,8.90(w) x 7.40(h) x 1.00(d)
474.html,Windows 10 Absolute Beginner's Guide (includes Content Update Program),Alan Wright,,$16.72 ,$11.99 ,,9.78079E+12,978-0789754561,Absolute Beginner's Guide Series,Que,,"694,273",528,6.90(w) x 9.00(h) x 1.10(d)
475.html,JavaScript: The Good Parts: The Good Parts,Douglas Crockford,,$18.13 ,$13.49 ,,9.7806E+12,978-0596517748,,"O'Reilly Media, Incorporated",,"190,395",172,7.00(w) x 9.08(h) x 0.44(d)
476.html,Pokemon Pokedex - Complete List of All Pokemons,DigiDiz Guides,,,,,9.78277E+12,978-2765915911,,DigiDiz Guides,,"119,797",,
477.html,"Bejeweled Games: Addict's Secret Tips, Tricks and More",Mark Williams,,,$2.99 ,,2.94002E+12,294-0016745039,,David Kanesky,,"157,742",,
478.html,"Find Free E-Books, Nook Tips, and How-To Guides",David Derrico,,,,,2.94001E+12,294-0012762856,,David Derrico,,"141,376",,
479.html,HTML5 for Publishers,Sanders Kleinfeld,,,,,9.78145E+12,978-1449320041,,"O'Reilly Media, Incorporated",,"130,542",114,
480.html,Bringing Home the Birkin: My Life in Hot Pursuit of the World's Most Coveted Handbag,Michael Tonello, ,$11.63 ,$8.99 ,,9.78006E+12,978-0061473340,,HarperCollins Publishers,,"155,513",272,5.90(w) x 8.90(h) x 0.80(d)
481.html,SQL For Dummies,Allen G. Taylor,,$21.31 ,$15.99 ,,9.78112E+12,978-1118607961,For Dummies Series,Wiley,,"142,207",480,7.30(w) x 9.20(h) x 1.10(d)
482.html,Web Marketing All-in-One For Dummies,John Arnold# Michael Becker# Marty Dickinson# Ian Lurie,,$23.70 ,$19.49 ,,9.78112E+12,978-1118243770,For Dummies Series,Wiley,,"175,079",936,7.30(w) x 9.20(h) x 2.20(d)
483.html,Android Programming: The Big Nerd Ranch Guide,Bill Phillips# Chris Stewart# Brian Hardy# Kristin Marsicano,,$36.50 ,$22.99 ,,9.78013E+12,978-0134171456,,Big Nerd Ranch Guides,,"127,403",600,7.00(w) x 9.90(h) x 1.50(d)
484.html,"The Social Media Bible: Tactics, Tools, and Strategies for Business Success / Edition 3",Lon Safko,,$16.32 ,$16.49 ,,9.78112E+12,978-1118269749,Wiley Desktop Editions Series,Wiley,,"142,591",640,7.40(w) x 9.00(h) x 1.50(d)
485.html,"Blown to Bits: Your Life, Liberty, and Happiness after the Digital Explosion",Hal Abelson# Ken Ledeen# Harry Lewis,$20.46 ,,$15.99 ,,9.78014E+12,978-0137135592,,Addison-Wesley,,"142,844",384,6.20(w) x 9.10(h) x 1.30(d)
486.html,Running QuickBooks in Nonprofits: 2nd Edition: The Only Comprehensive Guide for Nonprofits Using QuickBooks,Kathy Ivens,,$25.85 ,$17.49 ,,9.78193E+12,978-1932925302,,CPA911 PUBLISHING,,"142,850",512,7.20(w) x 9.00(h) x 1.30(d)
487.html,McGraw-Hill's PMP Certification Mathematics,Vidya Subramanian# Ravi Ramachandran,,,$17.99 ,,9.78007E+12,978-0071633031,,McGraw-Hill Education,,"809,821",240,
488.html,Help Me! Guide to iPhone 6: Step-by-Step User Guide for the iPhone 6 and iPhone 6 Plus,Charles Hughes,,,,,9.7815E+12,978-1502979087,,CreateSpace Publishing,,"159,353",378,8.00(w) x 10.00(h) x 0.78(d)
489.html,The Art of Pixar: 25th Anniv.: The Complete Color Scripts and Select Art from 25 Years of Animation,Amid Amidi,,,,,9.78081E+12,978-0811879637,,Chronicle Books LLC,,"152,444",320,
490.html,"Windows 7 For Dummies, Mini Edition",Andy Rathbone,,,,,9.78112E+12,978-1118037768,,"Wiley, John & Sons, Incorporated",,"143,209",,
491.html,"Building Cloud Apps with Microsoft Azure: Best Practices for DevOps, Data Storage, High Availability, and More",Scott Guthrie# Mark Simms# Tom Dykstra# Rick Anderson,,,,,9.78074E+12,978-0735695696,Developer Reference,Pearson Education,,"153,276",198,
492.html,Tablet Topics,Jon Paul Olivier,,,,,2.94005E+12,294-0046611380,,Jon Paul Olivier,,"153,231",,
493.html,101 Things to Sell Online,Jeannie Pitt,,,,,2.94004E+12,294-0044750470,,Jeannie Pitt,,"132,895",,
494.html,"Minecraft: Minecraft Pocket Edition & Ultimate Top, Tricks & Tips To Ace The Game Exposed!: (Special 2 In 1 Exclusive Edition)",Jason Scotts,,$7.99 ,$0.99 ,,9.78163E+12,978-1630223755,,Speedy Publishing LLC,,"660,194",42,8.50(w) x 11.00(h) x 0.09(d)
495.html,Emails from an Asshole: Real People Being Stupid,John Lindsay,,$9.49 ,$3.49 ,,9.7814E+12,978-1402778278,,Sterling,,"152,481",224,5.50(w) x 8.20(h) x 0.70(d)
496.html,OS X El Capitan,Chris Kennedy,,$10.30 ,$5.99 ,,2.94015E+12,294-0150919303,,Questing Vole Press,,"144,516",,
497.html,Windows 10 Primer: What to Expect from Microsoft's New Operating System,MVP# Mike Halsey Mike,,$19.99 ,$12.99 ,,9.78148E+12,978-1484210475,,Apress,,"210,646",100,6.00(w) x 9.00(h) x 0.40(d)
498.html,"Samsung Galaxy Tab Survival Guide: Step-by-Step User Guide for Galaxy Tab: Getting Started, Downloading FREE eBooks, Using eMail, Photos and Videos, and Surfing Web",Toly K,,,,,9.78161E+12,978-1611980615,Mobi Manuals,MobileReference,,"145,118",,
499.html,Learn Python the Hard Way: A Very Simple Introduction to the Terrifyingly Beautiful World of Computers and Code / Edition 3,Zed A. Shaw,,$22.15 ,$17.99 ,,9.78032E+12,978-0321884916,Zed Shaw's Hard Way Series,Addison-Wesley,,"145,176",320,6.90(w) x 9.00(h) x 0.80(d)
500.html,iPhone For Dummies,Edward C. Baig# Bob LeVitus,,$21.70 ,$12.99 ,,9.78112E+12,978-1118932162,For Dummies Series,Wiley,,"145,228",416,7.30(w) x 9.00(h) x 0.80(d)
501.html,"iOS 8 Application Development in 24 Hours, Sams Teach Yourself",John Ray,,$31.51 ,$19.99 ,,9.78067E+12,978-0672337239,Sams Teach Yourself Series,Sams,,"162,180",864,6.90(w) x 9.00(h) x 1.40(d)
