ID, Title, Author1, Author2, Author3, Publisher, ISBN13, Publication Date, Pages, Product dimensions, Sales rank, Ratings count, Rating value, Paperback price, Hardcover price, Nookbook price, Audiobook price
404,Fanny J. Cros,: An Autobiography, , ,"Hendrickson Publishers, Incorporated",9781598566468,09/01/2012, , ,"501,717",2,3.5,$19.95,$19.95,$4.49, 
405,"History Books: The Civil War ( autobiography, diary, journal, life, life story, memoir, picture, profile, sketch, confessions, experience, letter, life history, personal account )",The Civil War,World War,History Books,Resounding Wind Publishing,2940150020801,12/16/2014, , ,"503,364",1,5.0, , , , 
406,The Burden Is Light: A Spiritual Autobiography,Eugenia Price, , ,Crown/Archetype,9780307515599,02/24/2010,188, ,"504,438",2,4.0,$13.53, ,$13.99, 
407,The Facts: A Novelist's Autobiography,Philip Roth, , ,"Farrar, Straus and Giroux",9781466846425,07/02/2013,208, ,"504,770", , ,$10.33, ,$7.99,$64.99
408,The Autobiography of Calamity Jane,Calamity Jane, , ,WDS Publishing,2940016378374,03/03/2013, , ,"504,920",1,5.0, , , , 
409,Managing My Life: My Autobiography,Sir Alex Ferguson, , ,"Hodder &amp; Stoughton, Ltd.",9780340728567,08/01/2000,531,4.30(w) x 6.60(h) x 1.52(d),"505,607", , ,$13.28, ,$10.99, 
410,Being Jordan: My Autobiography,Katie Price, , ,"John Blake Publishing, Limited",9781843582434,07/01/2005,288, ,"508,988",3,4.3,$13.43, ,$8.49, 
411,Wings Of Fire: An Autobiography,A P J Abdul Kalam, , ,Universities Press (India)PL,9788173717802,10/01/2015, , ,"509,631",5,3.6, , , , 
412,A Journey Through Grief: An Autobiography of a Holocaust Survivor,Rosette Faust Halpern, , ,Lulu.com,9781304145123,09/07/2013, , ,"510,052",1,5.0, , , , 
413,"History: Thomas Jefferson ( autobiography, diary, journal, life, life story, memoir, picture, profile, sketch, confessions, experience, letter, life history, personal account )",Thomas Jefferson,autobiography books,biography,Resounding Wind Publishing,2940149993246,12/16/2014, , ,"510,506",1,5.0, , , , 
414,Smithsonian National Air and Space Museum: An Autobiography,Michael Neufeld,Michael Collins,Alex M. Spencer,National Geographic Society,9781426206535,10/26/2010,416,9.50(w) x 10.90(h) x 1.40(d),"510,669", , , ,$29.78, , 
415,"99 Cent Best Seller Abraham Lincoln ( autobiography, diary, journal, life, life story, memoir, picture, profile, sketch, confessions, experience, letter, life history, personal account )",Resounding Wind Publishing, , ,Resounding Wind Publishing,2940150021600,12/16/2014, , ,"511,128",2,5.0, , , , 
416,Benson: The Autobiography,George Benson,Alan Goldsher, ,Da Capo Press,9780306822292,08/26/2014,256,6.20(w) x 8.90(h) x 1.10(d),"517,155", , , ,$18.98,$14.49, 
417,Reading the Rocks: The Autobiography of the Earth,Marcia Bjornerud, , ,Basic Books,9780465006847,10/28/2006,256,5.30(w) x 7.90(h) x 0.70(d),"517,246",2,4.5,$13.83, , , 
418,Theo: An Autobiography,Theodore Bikel, , ,University of Wisconsin Press,9780299300548,05/01/2014,468,5.90(w) x 8.90(h) x 1.20(d),"518,752", , , , , , 
419,The Story of a Soul - The Autobiography of St Therese of Liseaux,St Therese of Liseaux, , ,CreateSpace Publishing,9781507779590,01/31/2015,106,6.00(w) x 9.00(h) x 0.22(d),"521,361", , , , , , 
420,Autobiography Of A Georgia Cat,Michael Cowl Gordon, , ,Authorhouse,9781418447274,07/02/2004,160,6.06(w) x 8.92(h) x 0.47(d),"521,739", , , , , , 
421,Engelbert: What's in a Name?: My Autobiography,Engelbert Humperdinck,Katie Wright, ,Virgin Books,9780753541104,04/01/2013,248,4.90(w) x 7.70(h) x 0.90(d),"522,119", , ,$12.07, ,$10.49, 
422,The Autobiography of a Slave / Autobiografia de un esclavo (Bilingual Edition) / Edition 1,Juan Francisco Manzano, , ,Wayne State University Press,9780814325384,01/28/1996,136,6.00(w) x 9.00(h) x 0.50(d),"523,318", , ,$21.54, , , 
423,Lords of the Sunset Strip,Blackie Dammett, , ,The Spencer Company,2940044622661,06/29/2013, , ,"375,879", , ,$14.00, ,$3.99, 
424,"Murder to Excellence: Growth & Development for the Millennial Generation: The Autobiography of Wallace 'Gator' Bradley, Urban Translator",MR Wallace Gator Bradley, , ,Ubiquitous Press,9780615886251,01/16/2014,320,5.00(w) x 8.00(h) x 0.72(d),"524,285", , , , , , 
425,Frank Lloyd Wright: An Autobiography,Frank Lloyd Wright, , ,"Pomegranate Art Books, Incorporated",9780764932434,04/28/2005,561,8.12(w) x 9.42(h) x 1.64(d),"526,834",1,5.0,$16.85,$16.85, , 
426,Marshal of Victory: The Autobiography of General Georgy Zhukov,Georgy Zhukov,Geoffrey Roberts, ,Pen &amp; Sword Books Limited,9781781592915,04/19/2014,960,6.50(w) x 9.30(h) x 2.50(d),"527,443", , , ,$36.29,$15.49, 
427,"Collected Essays, Volume 5: Philosophy, Autobiography and Miscellany",H. P. Lovecraft, , ,Hippocampus Press,9780976159230,01/01/2006,384,6.00(w) x 9.00(h) x 0.85(d),"527,500", , , , , , 
428,The Autobiography of a Flea,Anonymous, , ,Lulu.com,9781446192863,09/15/2010, , ,"527,718",16,4.1,$1.99, ,$1.99, 
429,Where Am I?: My Autobiography,Phil Tufnell, , ,"Headline Book Publishing, Limited",9781472229342,08/27/2015, , ,"528,561", , , ,$24.32,$12.99, 
430,A Slave Girl's Story Being an Autobiography of KATE DRUMGOOLD,Kate Drumgoold, , ,Robin Michell,2940012187796,03/13/2011, , ,"531,172", , , , ,$0.99, 
431,Lone Star J.R.: The Autobiography of Racing Legend Johnny Rutherford,Johnny Rutherford,David Craft, ,Triumph Books,9781623684822,04/01/2000,300, ,"531,800",1,5.0, ,$8.49,$8.49, 
432,The Venusian Trilogy / Angels Don't Cry: Autobiography Part 2,Omnec Onec, , ,Das Gute Buch Verlagsanstalt,9783952121931,05/28/2014,185, ,"533,468", , , , , , 
433,Autobiography of Josiah Henson: An Inspiration for Harriet Beecher Stowe's Uncle Tom,Josiah Henson, , ,Dover Publications,9780486146980,07/05/2012,224, ,"536,956",1,5.0,$5.95, ,$6.99, 
434,Rome: The Autobiography,Jon E. Lewis, , ,"Little, Brown Book Group",9781780337548,03/01/2012,464, ,"538,873",1,5.0,$4.99, ,$4.99, 
435,Charles Darwin Autobiography,Charles Darwin, , ,Charles Darwin,9786050386004,06/07/2015, , ,"539,507", , ,$7.96, ,$3.99, 
436,The Autobiography of Charles G. Finney: The Life Story of America's Greatest Evangelist--In His Own Words,Charles G. Finney, , ,Baker Publishing Group,9781441205469,05/01/2006,240, ,"540,474", , ,$15.68, ,$9.99, 
437,How I Played the Game: An Autobiography,Byron Nelson,Arnold Palmer, ,Taylor Trade Publishing,9781461626091,03/08/2006,304, ,"541,112", , ,$14.14, ,$5.99, 
438,George Cole-My Autobiography: The World Was My Lobster,George Cole,Brian Hawkins, ,"John Blake Publishing, Limited",9781782198185,12/01/2013,288, ,"542,870", , , ,$29.11,$10.99, 
439,"On My Search for a Better Life, This Is How I Became . . . Infamous!!!: An Autobiography",Kent T. Jackson, , ,Xlibris US,9781503511712,11/15/2014,154, ,"543,092", , ,$18.06,$29.99,$3.99, 
440,An Autobiography (Barnes & Noble Digital Library),Theodore Roosevelt, , ,Barnes &amp; Noble,9781411439252,03/01/2011,633, ,"544,076",13,2.8,$20.90,$141.60,$1.99, 
441,"DECISION POINTS ? (Special Nook Edition) The Secret Truths Behind George W. Bush Autobiography in His Own Words: THE DECLASSIFIED DOCUMENTS OF GEORGE W. BUSH (Freedom of Information Act, Previously Classified Memos, and Secret Leaked Documents on Bush)",George Bush, , ,George W. Bush Liberal Critiques,2940012639707,12/11/2011, , ,"544,313",43,3.9, , , , 
442,Enchanted Evening: Volume III of the Autobiography of M. M. Kaye,M. M. Kaye, , ,St. Martin's Press,9781466842755,12/05/2000,368, ,"544,415", , ,$21.99, ,$7.99, 
443,A Mind That Found Itself: An Autobiography,Clifford W. Beers, , ,CreateSpace Publishing,9781508529484,02/19/2015,104,6.00(w) x 9.00(h) x 0.22(d),"546,616",3,4.0,$5.99,$26.61,$2.99, 
444,Ernie: The Autobiography,Ernest Borgnine, , ,Kensington,9780806531502,08/01/2009,272, ,"547,792",15,4.5,$12.01,$20.74,$9.99, 
445,Up from the Projects: An Autobiography,Walter E. Williams, , ,Hoover Institution Press,9780817912567,12/01/2010,160, ,"548,020",3,4.0,$10.36,$18.00,$10.49, 
446,Mark Twain's Autobiography,Mark Twain, , ,Baxter St.,2940011938245,10/01/2010, , ,"549,201",6,3.5,$9.28, ,$0.99, 
447,Autobiography of Benjamin Franklin: A Founding Father,Benjamin Franklin, , ,CreateSpace Publishing,9781512149340,05/11/2015,132,7.00(w) x 10.00(h) x 0.28(d),"554,512", , , , , , 
448,"Slave Testimony: Two Centuries of Letters, Speeches, Interviews, and Autobiographies",John W. Blassingame, , ,Louisiana State University Press,9780807102732,06/28/1977,777,6.10(w) x 8.92(h) x 1.71(d),"555,149", , , , , , 
449,Undiluted Hocus-Pocus: The Autobiography of Martin Gardner,Martin Gardner, , ,Princeton University Press,9780691159911,09/29/2013,288,5.80(w) x 8.50(h) x 1.10(d),"558,004", , ,$15.04,$23.53,$11.97, 
450,And the Walls Came Tumbling Down: An Autobiography,Ralph David Abernathy, , ,"Chicago Review Press, Incorporated",9781569762790,04/01/2010,672,6.00(w) x 8.90(h) x 1.40(d),"558,027", , ,$16.28, , , 
451,An Autobiography of Theodore Roosevelt,Stephen Brennan, , ,Skyhorse Publishing,9781616083526,11/15/2011,400,6.48(w) x 9.20(h) x 1.10(d),"560,061", , , ,$12.95,$10.49, 
452,Every Man a King: The Autobiography of Huey P. Long,Huey P. Long, , ,Da Capo Press,9780306806957,03/28/1996,412,5.55(w) x 8.27(h) x 1.21(d),"560,914",1,5.0,$15.29, ,$11.99, 
453,Bit of a Blur: The Autobiography,Alex James, , ,"Little, Brown Book Group",9780349119939,07/03/2008,288,5.00(w) x 8.00(h) x 0.90(d),"561,228", , ,$14.06, , , 
454,No Beethoven: An Autobiography & Chronicle of Weather Report,Weather Report,Peter Erskine, ,"Alfred Publishing Company, Inc.",9780989253017,08/01/2013,334,6.00(w) x 8.90(h) x 0.90(d),"561,447", , , , , , 
455,Ansel Adams: An Autobiography,Ansel Adams,Mary Street Alinder, ,Bulfinch,9780821222416,02/01/1996,360,6.00(w) x 9.25(h) x 1.00(d),"561,739",11,3.3,$11.81, , , 
456,My Last Sigh: The Autobiography of Luis Bunuel,Luis Bunuel, , ,Knopf Doubleday Publishing Group,9780345803702,03/26/2013,288,5.14(w) x 8.01(h) x 0.59(d),"562,186", , ,$12.35, ,$11.99, 
457,"Sharing Life, Sharing Moments: An Autobiography",Craig Woodard Sr., , ,Publish America,9781634487139,05/29/2015,122,6.00(w) x 9.00(h) x 0.29(d),"562,560", , , , , , 
458,"Nearer, My God",William F. Buckley Jr., , ,The Crown Publishing Group,9780307803023,10/05/2011,336, ,"331,243", , ,$15.17, ,$9.99, 
459,Walk This Way: The Autobiography of Aerosmith,Aerosmith,Stephen Davis, ,HarperCollins Publishers,9780060515805,02/18/2003,528,5.31(w) x 8.00(h) x 1.18(d),"564,347",27,4.6,$14.63, , , 
460,The Autobiography of Malcolm X (MaxNotes),Anita J. Aboulafia,Research & Education Association,Alex Haley,Research &amp; Education Association,9780878910045,05/28/1996,104,5.27(w) x 8.25(h) x 0.26(d),"564,779",1,1.0,$3.95, ,$2.49, 
461,"Did You Grow Up with Me, Too? - The Autobiography of June Foray",June Foray, , ,BearManor Media,9781593934613,07/04/2009,164,6.00(w) x 9.00(h) x 0.35(d),"564,793",3,5.0,$19.95, ,$9.95, 
462,Running For Hope: A novel,the John Hope Franklin Young Scholars with illustrations from the autobiography of John Hope Franklin, , ,CreateSpace Publishing,9781505502336,12/23/2014,146,6.00(w) x 9.00(h) x 0.31(d),"565,061", , , , , , 
463,The Autobiography of Charles Darwin 1809-1882: With Original Omissions Restored,Charles Darwin, , ,"Norton, W. W. &amp; Company, Inc.",9780393310696,09/28/1993,253,5.60(w) x 8.20(h) x 0.70(d),"565,200", , ,$11.07, , , 
464,The Norton Book of American Autobiography,Jay Parini, , ,"Norton, W. W. &amp; Company, Inc.",9780393046779,03/28/1999,711,6.00(w) x 9.30(h) x 1.60(d),"565,435", , , , , , 
465,Autobiography Of Mother Jones,Mary Harris Jones, , ,Dover Publications,9780486436456,02/29/2012,160,5.30(w) x 8.40(h) x 0.40(d),"566,238", , ,$8.95, ,$7.99, 
466,Jane Eyre (Norton Critical Edition) / Edition 3,Charlotte Bronte, , ,"Norton, W. W. &amp; Company, Inc.",9780393975420,12/28/2000,552,8.20(w) x 5.04(h) x 1.08(d),"39,117",1156,4.3,$10.52,$36.43,$3.49, 
467,The Autobiography of W. E. B. DuBois,W. E. B. Du Bois, , ,Diasporic Africa Press,9781937306069,09/01/2013,450,5.00(w) x 8.00(h) x 0.91(d),"568,165", , , , , , 
468,"Reading Autobiography: A Guide for Interpreting Life Narratives, Second Edition",Sidonie Smith, , ,University of Minnesota Press,9780816669868,07/02/2010,392,5.50(w) x 8.40(h) x 1.00(d),"568,630", , ,$19.50,$58.50,$11.49, 
469,Autobiography of Mark Twain Volume 2,Mark Twain, , ,CreateSpace Independent Publishing Platform,9781477475539,05/25/2012,406,6.00(w) x 9.00(h) x 0.83(d),"569,093", , , , , , 
470,The Autobiography of Bertrand Russell,Bertrand Russell, , ,Taylor &amp; Francis,9781317835035,04/23/2014,760, ,"571,356",3,4.0,$135.00,$135.00,$34.46, 
471,Charles W. Callow - My Autobiography,Charles W. Callow, , ,Lulu.com,9781312777705,12/23/2014, , ,"571,767", , , , , , 
472,Autobiography of an Orgasm,Betsy Blankenbaker, , ,BookBaby,9781483543369,11/06/2014,153, ,"578,564", , ,$16.54, ,$10.99, 
473,A Daughter of Han: The Autobiography of a Chinese Working Woman,Ida Pruitt,Ning Lao T'ai-T'ai, ,ACLS Humanities E-Book,2940148294108,01/06/2014,260, ,"579,447", , ,$10.95,$30.04,$9.99, 
474,INXS: Story to Story: The Official Autobiography,INXS Publications, , ,Atria Books,9780743290029,05/11/2010,320, ,"579,472",1,5.0,$13.99, ,$13.99, 
475,Dior,Dior: The Autobiography of Christian Dior, , ,V&amp;A Publishing,9781851776719,09/01/2007,192, ,"580,247", , ,$5.49, ,$5.49, 
476,Lost in a Desert World: An Autobiography,Roland Johnson,Karl Williams, ,BookBaby,9781483513478,01/01/1999,119, ,"581,265", , , , , , 
477,Shocking Life: The Autobiography of Elsa Schiaparelli,Elsa Schiaparelli, , ,V&amp;A Publishing,9781851776702,03/05/2007,240, ,"584,422", , ,$13.95, ,$7.99, 
478,Upfront and Personal: The Autobiography,Coleen Nolan, , ,Pan Macmillan,9780230742772,12/11/2009, , ,"584,423", , ,$11.76, ,$9.99, 
479,My name is Emily I am Ten and I Have Aspergers Syndrome An Autobiography Typed,My Mom, , ,CreateSpace Publishing,9781466241848,09/04/2011,40,8.00(w) x 10.00(h) x 0.10(d),"585,842",3,4.6, , , , 
480,"Tony Visconti: The Autobiography: Bowie, Bolan and the Brooklyn Boy",Tony Visconti, , ,HarperCollins Publishers,9780007343577,09/17/2009,400, ,"586,855",2,4.0,$7.99, ,$7.99, 
481,The Real McCaw: Richie McCaw: The Autobiography,Richie McCaw, , ,"Aurum Press, Limited",9781781310915,11/08/2012,272, ,"587,413",1,5.0,$9.99, ,$9.99, 
482,Who's Crazee Now?: My Autobiography,Lisa Verrico,Noddy Holder, ,Ebury Publishing,9781446407431,12/15/2010,256, ,"590,877", , ,$10.99, ,$10.99, 
483,Sex and Shopping: The Confessions of a Nice Jewish Girl: An Autobiography,Judith Krantz, , ,St. Martin's Press,9780312274177,05/11/2000,352, ,"594,318", , , , , , 
484,Behind Enemy Lines: The Autobiography of Britain's Most Decorated Living War Hero,Richard Bath,Tommy Macpherson, ,"Mainstream Publishing Company, Limited",9781907195389,01/11/2011,288, ,"594,513",2,5.0,$10.49, ,$10.49, 
485,Born to Ride: The Autobiography of Stephen Roche,Stephen Roche, , ,Random House Adult Trade Publishing Group,9781448129669,06/07/2012,288, ,"598,438", , ,$13.08, ,$9.99, 
486,Q: The Autobiography of Quincy Jones,Quincy Jones, , ,Crown/Archetype,9780385504744,04/23/2002,416, ,"599,396", , ,$13.99, ,$13.99, 
487,"Left Handed, Son of Old Man Hat: A Navaho Autobiography",Left Handed, , ,UNP - Bison Books,9780803280571,12/01/2013,378, ,"599,548", , ,$18.90, ,$16.99, 
488,"Benjamin Franklin: Autobiography, Poor Richard, and Later Writings",Benjamin Franklin, , ,Library of America,9781883011536,10/06/2005,816,5.21(w) x 8.15(h) x 1.29(d),"600,072", , , ,$19.44, , 
489,Soldier Boy: An Autobiography-The Diary of a Soldier in War,Christopher R. Valentine, , ,Dog Ear Publishing,9781457506437,12/09/2011,260,5.00(w) x 8.00(h) x 0.59(d),"600,399", , ,$14.14, ,$7.99, 
490,The Autobiography of Mark Twain,Charles Neider, , ,HarperCollins Publishers,9780062084705,01/18/2011,560, ,"601,059",2,1.0,$18.03, ,$11.99, 
491,My Turn: An Autobiography,Norman Wisdom, , ,Random House,9781446472736,03/31/2011,320, ,"601,478", , , ,$9.99,$9.99, 
492,"Black Beauty, The Autobiography of a Horse: Illustrated",Anna Sewell, , ,CreateSpace Publishing,9781512005172,05/04/2015,218,5.90(w) x 9.00(h) x 0.60(d),"601,597", , , , , , 
493,The Good Life: The Autobiography Of Tony Bennett,Tony Bennett, , ,Atria Books,9781451634990,12/07/2010,304, ,"602,279",1,5.0,$21.78, ,$15.99, 
494,HELEN KELLER: THE TWO AUTOBIOGRAPHIES The Story of My Life,Helen Keller the Adult,and "My Story", ,A. J. Cornell Publications,2940013559622,06/11/2011, , ,"602,470",12,3.4,$8.95,$50.00,$2.99, 
495,The Curious Autobiography of Elaine Jakes,H.R. Jakes, , ,Archway Publishing,9781480814752,03/30/2015,268, ,"602,701", , ,$17.99,$35.95,$6.49, 
496,A LIFE TO REMEMBER: An Autobiography,Balawant Shankar Joshi, , ,Xlibris Corporation,9781503549265,04/21/2015,308,6.00(w) x 9.00(h) x 0.81(d),"603,564", , ,$19.99,$29.99,$3.99, 
497,Equal Justice under Law: An Autobiography,Constance Baker Motley, , ,"Farrar, Straus and Giroux",9780374526184,09/28/1999,288,5.50(w) x 8.50(h) x 0.69(d),"606,948",1,5.0,$16.61, , , 
498,The Complete Autobiographies of Frederick Douglas (An African American Heritage Book),Frederick Douglass, , ,Wilder Publications,9781604592344,01/22/2008,572,6.00(w) x 9.00(h) x 1.16(d),"608,134",1,5.0, , , , 
499,Twin Tracks: The Autobiography,Roger Bannister, , ,"Biteback Publishing, Ltd.",9781849546867,06/02/2015,384, ,"610,084", , , ,$29.95,$6.49, 
500,Flock: The Autobiography of a Multiple Personality,Joan Frances Casey, , ,Random House Publishing Group,9780449907320,05/28/1992,320,5.13(w) x 7.99(h) x 0.68(d),"611,684", , ,$13.46, , , 
501,The Dance of Reality: A Psychomagical Autobiography,Alejandro Jodorowsky, , ,Inner Traditions/Bear &amp; Company,9781620552810,06/06/2014,424,6.00(w) x 8.90(h) x 1.10(d),"611,904", , ,$17.10, ,$13.99, 
502,Winning Is Not Enough: The Autobiography,Sir Jackie Stewart, , ,"Headline Book Publishing, Limited",9780755315390,02/01/2010,576,5.10(w) x 7.70(h) x 1.50(d),"612,300",1,1.0,$16.17, , , 
503,Classic American Autobiographies,William L. Andrews, , ,Penguin Publishing Group,9780451471444,12/02/2014,496,4.12(w) x 6.75(h) x 1.25(d),"612,843", , ,$8.95, ,$7.99, 
504,D-Day Survivor: An Autobiography,Harold Baumgarten, , ,"Pelican Publishing Company, Incorporated",9781589804210,10/28/2006,256,6.40(w) x 9.28(h) x 1.04(d),"614,410", , , ,$19.93, , 
505,"His Promised Land: The Autobiography of John P. Parker, Former Slave and Conductor on the Underground Railroad",John P. Parker, , ,"Norton, W. W. &amp; Company, Inc.",9780393317183,01/28/1998,168,5.40(w) x 8.00(h) x 0.50(d),"615,088",1,4.0,$12.29, ,$10.49, 
506,That Bird Has My Wings,Jarvis Jay Masters, , ,HarperCollins Publishers,9780061937378,09/22/2009,304, ,"349,696",29,4.4,$10.96, ,$6.99, 
507,Journal of a Soul: The Autobiography of Pope John XXIII,Pope John XXIII, , ,Crown Religion/Business/Forum,9780385497541,11/28/1999,544,5.96(w) x 8.98(h) x 1.08(d),"617,123", , , , , , 
508,As I See It: The Autobiography of J. Paul Getty,J. Getty, , ,Getty Publications,9780892367009,05/10/2003,400,6.00(w) x 8.90(h) x 1.10(d),"617,250", , , , , , 
509,My Autobiography: With The Political and Social Doctrine of Fascism,Benito Mussolini, , ,Dover Publications,9780486447773,06/23/2006,272,5.30(w) x 8.40(h) x 0.60(d),"618,106",2,2.5,$12.69, ,$10.49, 
510,Me and Rumi the Autobiography of Shams-I Tabrizi,Shams-i Tabrizi, , ,"Fons Vitae of Kentucky, Incorporated",9781887752527,09/28/2004,530,6.00(w) x 9.00(h) x 1.28(d),"618,980", , ,$18.17, , , 
511,The Magic Lantern: An Autobiography,Ingmar Bergman, , ,University of Chicago Press,9780226043821,05/15/2007,314,6.00(w) x 9.00(h) x 0.80(d),"619,276", , ,$13.89, , , 
512,Play of Consciousness: A Spiritual Autobiography,Gurumayi Chidvilasananda, , ,S Y D A Foundation,9780911307818,01/28/2000,368,5.40(w) x 8.30(h) x 0.90(d),"619,340", , ,$21.71, , , 
513,The Romantic Egoists: A Pictorial Autobiography from the Scrapbooks and Albums of F. Scott and Zelda Fitzgerald,Matthew Joseph Bruccoli, , ,University of South Carolina Press,9781570035296,10/28/2003,264,8.50(w) x 11.00(h) x 0.70(d),"619,732", , ,$23.42, , , 
