ID,Title,Episodes,Producers,Genres,Type,Year,Rating
1661,Kimagure Orange Road TV,48,Studio Pierrot,"['Based on a Manga', 'Comedy', 'Love Triangle', 'Romance', 'School Life']",TV,1987,3.8
1662,Nadesico,26,XEBEC,"['Action', 'Comedy', 'Drama', 'Harem', 'Mecha', 'Original Work', 'Outer Space', 'Romance', 'Sci Fi']",TV,1996,3.8
1663,Martian Successor Nadesico,26,XEBEC,"['Action', 'Comedy', 'Drama', 'Harem', 'Mecha', 'Original Work', 'Outer Space', 'Romance', 'Sci Fi']",TV,1996,3.8
1664,Appleseed: Ex Machina,1,Digital Frontier,"['Action', 'Based on a Manga', 'CG Animation', 'Cyborgs', 'Futuristic', 'Police', 'Post-apocalyptic', 'Sci Fi']",Movie,2007,3.8
1665,Tari Tari,13,P.A. Works,"['Drama', 'Music', 'School Club', 'Slice of Life']",TV,2012,3.8
1666,Kara no Kyoukai: Epilogue,1,ufotable,[],OVA,2011,3.8
1667,Sengoku Basara Special,1,Production I.G,[],DVD Special,2010,3.79
1668,Haiyore! Nyaruko-san W,12,XEBEC,"['Action', 'Aliens', 'Based on a Light Novel', 'Comedy', 'Harem', 'Parody', 'Romance', 'Sci Fi', 'Supernatural']",TV,2013,3.79
1669,One Piece Movie 8: The Desert Princess and the Pirates - Adventures in Alabasta,1,Toei Animation,"['Action', 'Adventure', 'Comedy', 'Pirates', 'Shounen']",Movie,2007,3.79
1670,Prince of Tennis: Two Samurai The First Game,1,Production I.G,['Tennis'],Movie,2005,3.79
1671,Tennis no Oujisama: Futari no Samurai The First Game,1,Production I.G,['Tennis'],Movie,2005,3.79
1672,Cross Road,1,CoMix Wave Inc.,"['Promotional', 'School Life']",Other,2014,3.79
1673,Z-Kai: Cross Road,1,CoMix Wave Inc.,"['Promotional', 'School Life']",Other,2014,3.79
1674,Ninja Scroll,1,MADHOUSE,"['Action', 'Explicit Violence', 'Feudal Japan', 'Ninja', 'Nudity', 'Original Work', 'Sexual Content', 'Swordplay']",Movie,1993,3.79
1675,Hoozuki no Reitetsu,13,Wit Studio,"['Based on a Manga', 'Comedy', 'Japanese Mythology', 'Supernatural']",TV,2014,3.79
1676,Hozuki's Coolheadedness,13,Wit Studio,"['Based on a Manga', 'Comedy', 'Japanese Mythology', 'Supernatural']",TV,2014,3.79
1677,Level E,13,Studio Pierrot,"['Aliens', 'Based on a Manga', 'Comedy', 'Sci Fi']",TV,2011,3.79
1678,Fate/stay night: Unlimited Blade Works TV 2 - Sunny Day,1,ufotable,"['Action', 'Based on an Eroge', 'Based on a Visual Novel', 'Fantasy', 'Magic', 'Superpowers']",DVD Special,2015,3.79
1679,Keroro Gunsou,358,Sunrise,"['Aliens', 'Based on a Manga', 'Comedy', 'Sci Fi']",TV,2004,3.79
1680,Engaged to the Unidentified,12,Dogakobo,"['Arranged Marriage', 'Comedy', 'School Life']",TV,2014,3.96
1681,Mikakunin de Shinkoukei,12,Dogakobo,"['Arranged Marriage', 'Comedy', 'School Life']",TV,2014,3.96
1682,Kimagure Orange Road: I Want to Return to That Day,1,Studio Pierrot,['Romance'],Movie,1988,3.96
1683,Detective Conan Magic File 4: Osaka Okonomiyaki Odyssey,1,TMS Entertainment,['Detectives'],OVA,2010,3.96
1684,Free! - Iwatobi Swim Club,12,Kyoto Animation,"['Based on a Light Novel', 'Drama', 'School Club', 'School Life', 'Sports']",TV,2013,3.96
1685,Child's Toy,102,Gallop,"['Comedy', 'Drama', 'Idols', 'Romance', 'Shoujo', 'Slice of Life']",TV,1996,3.96
1686,Kodomo no Omocha,102,Gallop,"['Comedy', 'Drama', 'Idols', 'Romance', 'Shoujo', 'Slice of Life']",TV,1996,3.96
1687,Nodame Cantabile: Special Lesson,1,J.C.Staff,"['Comedy', 'Josei', 'Romance']",DVD Special,2008,3.96
1688,Kakumeiki Valvrave 2,12,Sunrise,"['Action', 'Mecha', 'Outer Space', 'Sci Fi', 'War']",TV,2013,3.96
1689,Valvrave the Liberator 2,12,Sunrise,"['Action', 'Mecha', 'Outer Space', 'Sci Fi', 'War']",TV,2013,3.96
1690,EGOIST: The Everlasting Guilty Crown,1,,[],Music Video,2012,3.96
1691,Motto To Love-Ru,12,XEBEC,"['Aliens', 'Based on a Manga', 'Comedy', 'Ecchi', 'Harem', 'Love Triangle', 'Nudity', 'Panty Shots', 'Romance', 'School Life', 'Sci Fi', 'Slice of Life']",TV,2010,3.96
1692,Memories,3,Studio 4C,"['Collections', 'Sci Fi']",OVA,1995,3.96
1693,Macross Plus Movie Edition,1,Triangle Staff,"['Idols', 'Love Triangle', 'Mecha', 'Military', 'Romance', 'Sci Fi']",Movie,1995,3.96
1694,Initial D Battle Stage 2,1,,"['Cars', 'Drama', 'Racing', 'Seinen']",OVA,2007,3.96
1695,Ranma 1/2 Special,2,,[],OVA,1994,3.96
1696,Gunbuster,6,Gainax,"['Ecchi', 'Mecha', 'Nudity', 'Original Work', 'Outer Space', 'Sci Fi']",OVA,1988,3.96
1697,Aim for the Top!,6,Gainax,"['Ecchi', 'Mecha', 'Nudity', 'Original Work', 'Outer Space', 'Sci Fi']",OVA,1988,3.96
1698,Top wo Nerae!,6,Gainax,"['Ecchi', 'Mecha', 'Nudity', 'Original Work', 'Outer Space', 'Sci Fi']",OVA,1988,3.96
1699,Humanity Has Declined,12,AIC A.S.T.A.,"['Comedy', 'Fantasy']",TV,2012,3.96
1700,Jinrui wa Suitai Shimashita,12,AIC A.S.T.A.,"['Comedy', 'Fantasy']",TV,2012,3.96
1701,Melancholy of Haruhi-chan Suzumiya,25,Kyoto Animation,"['Comedy', 'Parody', 'School Life']",Web,2009,3.96
1702,Suzumiya Haruhi-chan no Yuutsu,25,Kyoto Animation,"['Comedy', 'Parody', 'School Life']",Web,2009,3.96
1703,Prince of Tennis: Eikoku-shiki Teikyuu Shiro Kessen!,1,Production I.G,"['Sports', 'Tennis']",Movie,2011,3.96
1704,The Prince of Tennis: Eikoku-shiki Teikyuu Shiro Kessen!,1,Production I.G,"['Sports', 'Tennis']",Movie,2011,3.96
1705,Gekijouban Tennis no Ouji-sama: Eikoku-shiki Teikyuu Shiro Kessen!,1,Production I.G,"['Sports', 'Tennis']",Movie,2011,3.96
1706,Prince of Tennis: Another Story II ~Ano Toki no Bokura,4,,[],OVA,2011,3.96
1707,Tennis no Ouji-sama: Another Story II ~Ano Toki no Bokura,4,,[],OVA,2011,3.96
1708,The Prince of Tennis: Another Story II ~Ano Toki no Bokura,4,,[],OVA,2011,3.96
1709,Yahari Ore no Seishun Love Come wa Machigatteiru. OVA,1,Brains-Base,"['Based on a Light Novel', 'Comedy', 'School Club', 'School Life']",OVA,2013,3.96
1710,My youth romantic comedy is wrong as I expected. My Teen Romantic Comedy SNAFU OVA,1,Brains-Base,"['Based on a Light Novel', 'Comedy', 'School Club', 'School Life']",OVA,2013,3.96
1711,Thunder Jet,52,Easy Film,"['Action', 'Outer Space', 'Political', 'Sci Fi', 'War']",TV,1994,3.96
1712,Me! Me! Me!,1,Studio Khara,"['Japan Animator's Exhibition', 'Mature Themes', 'Nudity', 'Sexual Content', 'Shorts']",Web,2014,3.95
1713,Wolf's Rain,26,Bones,"['Adventure', 'Dystopia', 'Fantasy', 'Mystery', 'Original Work', 'Post-apocalyptic']",TV,2003,3.95
1714,Love Stage!! OVA,1,J.C.Staff,"['Comedy', 'Shounen-ai']",OVA,2014,3.95
1715,Free! - Iwatobi Swim Club Specials,3,Kyoto Animation,['Comedy'],DVD Special,2013,3.95
1716,Chi's Sweet Home OVA,1,MADHOUSE,"['Animal Protagonists', 'Comedy', 'Family Friendly', 'Slice of Life']",OVA,2010,3.95
1717,Black Butler: His Butler Performer,1,A-1 Pictures,"['Comedy', 'Europe']",DVD Special,2009,3.95
1718,Kuroshitsuji: His Butler Show Business,1,A-1 Pictures,"['Comedy', 'Europe']",DVD Special,2009,3.95
1719,Michiko to Hatchin,22,Manglobe,"['Action', 'Adventure', 'Original Work', 'Police', 'Violence']",TV,2008,3.95
1720,Michiko & Hatchin,22,Manglobe,"['Action', 'Adventure', 'Original Work', 'Police', 'Violence']",TV,2008,3.95
1721,Gundam Build Fighters,25,Sunrise,"['Action', 'Mecha', 'Tournaments']",TV,2013,3.95
1722,Sakasama no Patema: Beginning of the Day,4,Purple Cow Studio Japan,['Sci Fi'],Web,2012,3.95
1723,Fuse Teppou Musume no Torimonochou,1,TMS Entertainment,"['Based on a Novel', 'Fantasy', 'Feudal Japan']",Movie,2012,3.95
1724,Fuse: Memoirs of the Hunter Girl,1,TMS Entertainment,"['Based on a Novel', 'Fantasy', 'Feudal Japan']",Movie,2012,3.95
1725,Shinryaku! Ika Musume OVA,3,Diomedea,"['Comedy', 'Slice of Life']",OVA,2012,3.95
1726,Kingdom,38,Studio Pierrot,"['Action', 'Based on a Manga', 'Drama', 'Historical', 'Medieval', 'Political', 'Swordplay', 'War']",TV,2012,3.95
1727,Bokurano,24,GONZO,"['Based on a Manga', 'High Stakes Games', 'Mature Themes', 'Mecha', 'Play or Die', 'Psychological', 'Sci Fi']",TV,2007,3.95
1728,Tetsuwan Birdy Decode,13,A-1 Pictures,"['Action', 'Aliens', 'Based on a Manga', 'Body Sharing', 'Gender Bender', 'Police', 'Sci Fi']",TV,2008,3.87
1729,Birdy the Mighty Decode,13,A-1 Pictures,"['Action', 'Aliens', 'Based on a Manga', 'Body Sharing', 'Gender Bender', 'Police', 'Sci Fi']",TV,2008,3.87
1730,One Piece: Straw Hat Theater,5,Toei Animation,"['Comedy', 'Omake']",DVD Special,2006,3.87
1731,Kowarekake no Orgel,1,,"['Androids', 'Drama', 'Robots']",OVA,2009,3.87
1732,Ranma 1/2 OVA: Chou Musabetsu Kessen! Ranma Team VS Densetsu no Houou,1,Studio Deen,"['Action', 'Comedy']",Movie,1994,3.87
1733,Toshokan Sensou,12,Production I.G,"['Action', 'Based on a Light Novel', 'Comedy', 'Military', 'noitaminA']",TV,2008,3.87
1734,Library War,12,Production I.G,"['Action', 'Based on a Light Novel', 'Comedy', 'Military', 'noitaminA']",TV,2008,3.87
1735,Kaichou wa Maid-sama! Special,1,J.C.Staff,[],DVD Special,2011,3.86
1736,Tengen Toppa Gurren Lagann Gekijouban Zenyasai Special: Viral's Sweet Dream,1,Gainax,"['Picture Drama', 'Shorts']",Other,2009,3.86
1737,Gurren Lagann Gekijouban Zenyasai Special - Viral's Sweet Dream,1,Gainax,"['Picture Drama', 'Shorts']",Other,2009,3.86
1738,Elfen Lied: In the Passing Rain,1,ARMS,"['Ecchi', 'Explicit Violence', 'Psychological', 'Seinen', 'Superpowers']",DVD Special,2005,3.86
1739,Trinity Seven,12,Seven Arcs,"['Based on a Manga', 'Comedy', 'Ecchi', 'Fantasy', 'Magic', 'Magic School']",TV,2014,3.86
1740,Hello!! Kiniro Mosaic,12,Studio Gokumi,"['Based on a Manga', 'Comedy', 'School Life', 'Slice of Life']",TV,2015,3.86
1741,Hello!! KINMOZA,12,Studio Gokumi,"['Based on a Manga', 'Comedy', 'School Life', 'Slice of Life']",TV,2015,3.86
1742,Bungaku Shoujo Memoire,3,Production I.G,"['Drama', 'Episodic', 'Romance', 'School Life', 'Shoujo']",OVA,2010,3.86
1743,One Piece Movie 7: Karakuri Castle's Mecha Giant Soldier,1,Toei Animation,"['Adventure', 'Pirates']",Movie,2006,3.86
1744,Panty & Stocking with Garterbelt,13,Gainax,"['Action', 'Angels', 'Comedy', 'Crude', 'Original Work', 'Sexual Content', 'Superpowers']",TV,2010,3.86
1745,Dragon Ball Super,16+,Toei Animation,"['Action', 'Aliens', 'Fantasy', 'Hand to Hand Combat', 'Martial Arts', 'Shounen', 'Superpowers']",TV,2015,3.86
1746,Kiddy Grade: Truth Dawn,1,,"['Futuristic', 'Sci Fi']",Movie,2007,3.86
1747,Robotics;Notes,22,Production I.G,"['Action', 'Based on a Visual Novel', 'Mystery', 'noitaminA', 'Robots', 'School Club']",TV,2012,3.86
1748,Mobile Suit Gundam 0080: War in the Pocket,6,Sunrise,"['Futuristic', 'Mecha', 'Sci Fi']",OVA,1989,3.86
1749,Gundam 0080: War in the Pocket,6,Sunrise,"['Futuristic', 'Mecha', 'Sci Fi']",OVA,1989,3.86
1750,Slayers Great,1,J.C.Staff,"['Adventure', 'Based on a Light Novel', 'Comedy', 'Fantasy', 'Magic']",Movie,1997,3.86
1751,Urusei Yatsura OVA,11,Kitty Films,"['Aliens', 'Comedy', 'Romance', 'Sci Fi']",OVA,1985,3.86
1752,Slayers: The Book of Spells,3,J.C.Staff,"['Adventure', 'Based on a Light Novel', 'Comedy', 'Fantasy', 'Magic']",OVA,1996,3.86
1753,Touch,101,Gallop,"['Baseball', 'Based on a Manga', 'Comedy', 'Coming of Age', 'Drama', 'Love Triangle', 'Romance', 'School Life', 'Shounen', 'Sports']",TV,1985,3.86
1754,Final Fantasy VII: Last Order,1,MADHOUSE,"['Action', 'Fantasy', 'Sci Fi']",OVA,2005,3.86
1755,Ichiban Ushiro no Daimaou,12,Artland,"['Based on a Light Novel', 'Ecchi', 'Fantasy', 'Harem', 'Magic', 'Magic School', 'Nudity', 'Panty Shots', 'School Life']",TV,2010,3.86
1756,Demon King Daimao,12,Artland,"['Based on a Light Novel', 'Ecchi', 'Fantasy', 'Harem', 'Magic', 'Magic School', 'Nudity', 'Panty Shots', 'School Life']",TV,2010,3.86
1757,Joshiraku OVA,1,J.C.Staff,"['Based on a Manga', 'Comedy', 'Parody', 'Slice of Life']",OVA,2013,3.86
1758,Chobits,26,MADHOUSE,"['Androids', 'Based on a Manga', 'Ecchi', 'Robots', 'Romance', 'Sci Fi', 'Seinen', 'Sudden Girlfriend Appearance']",TV,2002,3.86
1759,Yondemasuyo Azazel-san. Z,13,Production I.G,"['Based on a Manga', 'Comedy', 'Crude', 'Demons', 'Fantasy']",TV,2013,3.86
1760,You're Being Summoned Azazel,13,Production I.G,"['Based on a Manga', 'Comedy', 'Crude', 'Demons', 'Fantasy']",TV,2013,3.86
1761,I Can't Understand What My Husband is Saying,13,Seven,"['Based on a Manga', 'Comedy', 'Otaku Culture', 'Slice of Life']",TV,2014,3.86
1762,Danna ga Nani o Itteiru ka Wakaranai Ken,13,Seven,"['Based on a Manga', 'Comedy', 'Otaku Culture', 'Slice of Life']",TV,2014,3.86
1763,One Piece Special 3: Protect! The Last Great Stage,1,,"['Action', 'Comedy', 'Pirates']",TV Special,2003,3.86
1764,Shakugan no Shana OVA,1,J.C.Staff,"['Comedy', 'Romance', 'Slice of Life']",OVA,2006,3.85
1765,RIN ~Daughters of Mnemosyne~,6,XEBEC,"['Action', 'Explicit Sex', 'Explicit Violence', 'Horror', 'Mystery', 'Original Work', 'Physical Abuse', 'Sexual Abuse', 'Yuri']",OVA,2008,3.85
1766,Mnemosyne,6,XEBEC,"['Action', 'Explicit Sex', 'Explicit Violence', 'Horror', 'Mystery', 'Original Work', 'Physical Abuse', 'Sexual Abuse', 'Yuri']",OVA,2008,3.85
1767,Hentai Ouji to Warawanai Neko.,12,J.C.Staff,"['Comedy', 'Drama', 'Fantasy', 'Romance', 'School Life']",TV,2013,3.85
1768,"The ""Hentai"" Prince and the Stony Cat.",12,J.C.Staff,"['Comedy', 'Drama', 'Fantasy', 'Romance', 'School Life']",TV,2013,3.85
1769,HENNEKO - The Hentai Prince and the Stony Cat,12,J.C.Staff,"['Comedy', 'Drama', 'Fantasy', 'Romance', 'School Life']",TV,2013,3.85
1770,Fairy Tail: Houou no Miko - Hajimari no Asa,1,A-1 Pictures,['Fantasy'],DVD Special,2013,3.85
1771,Fairy Tail: Priestess of the Phoenix - The First Morning,1,A-1 Pictures,['Fantasy'],DVD Special,2013,3.85
1772,Yozakura Quartet: Hana no Uta,13,Tatsunoko Pro.,"['Based on a Manga', 'Superpowers']",TV,2013,3.85
1773,Nitaboh: Tsugaru Shamisen Shiso Gaibun,1,Wao World,"['Drama', 'Music']",Movie,2004,3.85
1774,Urusei Yatsura Movie 5: The Final Chapter,1,Kitty Films,"['Aliens', 'Comedy', 'Romance', 'Sci Fi']",Movie,1988,3.85
1775,Mahoujin Guru Guru,45,Nippon Animation,"['Adventure', 'Comedy', 'Fantasy', 'Parody']",TV,1994,3.85
1776,Meitantei Conan OVA 3: Conan to Heiji to Kieta Shounen,1,TMS Entertainment,"['Detectives', 'Mystery']",OVA,2003,3.76
1777,Revolutionary Girl Utena,39,J.C.Staff,"['Drama', 'Fantasy', 'LGBT Themes', 'Original Work', 'Psychological', 'School Life', 'Shoujo', 'Shoujo-ai', 'Swordplay']",TV,1997,3.76
1778,Shoujo Kakumei Utena,39,J.C.Staff,"['Drama', 'Fantasy', 'LGBT Themes', 'Original Work', 'Psychological', 'School Life', 'Shoujo', 'Shoujo-ai', 'Swordplay']",TV,1997,3.76
1779,Selector Spread WIXOSS,12,J.C.Staff,"['Based on a Card Game', 'Body Swapping', 'Card Battles', 'Drama', 'Psychological', 'Supernatural']",TV,2014,3.76
1780,Shinryaku! Ika Musume Specials,2,Diomedea,"['Comedy', 'Omake']",DVD Special,2011,3.76
1781,Hana Yori Dango,51,Toei Animation,"['Based on a Manga', 'Comedy', 'Drama', 'Josei', 'Reverse Harem', 'Romance', 'School Life']",TV,1996,3.76
1782,Boys Over Flowers,51,Toei Animation,"['Based on a Manga', 'Comedy', 'Drama', 'Josei', 'Reverse Harem', 'Romance', 'School Life']",TV,1996,3.76
1783,Hakuouki Shinsengumi Kitan,12,Studio Deen,"['Based on an Otome Game', 'Based on a Visual Novel', 'Drama', 'Feudal Japan', 'Historical', 'Samurai']",TV,2010,3.76
1784,Hakuoki: Demon of the Fleeting Blossom,12,Studio Deen,"['Based on an Otome Game', 'Based on a Visual Novel', 'Drama', 'Feudal Japan', 'Historical', 'Samurai']",TV,2010,3.76
1785,Nogizaka Haruka no Himitsu: Purezza,12,Diomedea,"['Based on a Light Novel', 'Comedy', 'Ecchi', 'Otaku Culture', 'Romance', 'School Life']",TV,2009,3.76
1786,Tower of Druaga: The Aegis of Uruk: Jil no Bouken,1,GONZO,[],TV Special,2008,3.76
1787,Lupin III Special 15: Operation Return the Treasure,1,TMS Entertainment,"['Action', 'Comedy', 'Thieves']",TV Special,2003,3.76
1788,Kimi ga Nozomu Eien,14,Studio Fantasia,"['Based on an Eroge', 'Based on a Visual Novel', 'Drama', 'Love Triangle', 'Romance', 'Sexual Content']",TV,2003,3.76
1789,Rumbling Hearts,14,Studio Fantasia,"['Based on an Eroge', 'Based on a Visual Novel', 'Drama', 'Love Triangle', 'Romance', 'Sexual Content']",TV,2003,3.76
1790,Shin Kyuuseishu Densetsu Hokuto no Ken Raou-den Junai no Shou,1,TMS Entertainment,[],Movie,2006,3.76
1791,Fist of the North Star: Legend of Raoh: Death for Love,1,TMS Entertainment,[],Movie,2006,3.76
1792,Shuffle!,24,asread,"['Based on an Eroge', 'Based on a Visual Novel', 'Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Panty Shots', 'Romance']",TV,2005,3.76
1793,Saiyuki Requiem,1,Studio Pierrot,[],Movie,2001,3.76
1794,Gensou Maden Saiyuki Requiem,1,Studio Pierrot,[],Movie,2001,3.76
1795,Paranoia Agent,13,MADHOUSE,"['Mystery', 'Original Work', 'Psychological', 'Thriller', 'Violence']",TV,2004,3.76
1796,Naruto Shippuden OVA: Sage Naruto vs Sasuke,1,Studio Pierrot,"['Action', 'Ninja', 'Shorts', 'Shounen']",OVA,2011,3.75
1797,Naruto x UT,1,Studio Pierrot,"['Action', 'Ninja', 'Shorts', 'Shounen']",OVA,2011,3.75
1798,Slam Dunk Movie 1,1,Toei Animation,"['Action', 'Based on a Manga', 'Basketball', 'Comedy', 'Delinquents', 'Drama', 'Physical Abuse', 'School Club', 'School Life', 'Sports']",Movie,1994,3.75
1799,InuYasha The Movie 2: The Castle Beyond the Looking Glass,1,Sunrise,"['Based on a Manga', 'Demons', 'Fantasy', 'Feudal Japan', 'Person in a Strange World', 'Shounen']",Movie,2002,3.75
1800,Shin Kyuuseishu Densetsu Hokuto no Ken Toki-den,1,APPP,[],OVA,2008,3.75
1801,Fist of the North Star: Legend of Toki,1,APPP,[],OVA,2008,3.75
1802,Meitantei Conan OVA 5: Hyouteki wa Kogoro! Shounen Tanteidan Maruchichousa,1,TMS Entertainment,"['Detectives', 'Mystery']",OVA,2005,3.75
1803,Detective Conan OVA 5: The Target is Kogoro! The Detective Boys' Secret Investigation,1,TMS Entertainment,"['Detectives', 'Mystery']",OVA,2005,3.75
1804,Captain Harlock,42,Toei Animation,"['Based on a Manga', 'Outer Space', 'Sci Fi', 'Space Pirates']",TV,1978,3.75
1805,Uchuu Kaizoku Captain Harlock,42,Toei Animation,"['Based on a Manga', 'Outer Space', 'Sci Fi', 'Space Pirates']",TV,1978,3.75
1806,Space Pirate Captain Harlock,42,Toei Animation,"['Based on a Manga', 'Outer Space', 'Sci Fi', 'Space Pirates']",TV,1978,3.75
1807,Toriko TV,147,Toei Animation,"['Action', 'Adventure', 'Based on a Manga', 'Comedy', 'Food', 'Shounen']",TV,2011,3.75
1808,Maria-sama ga Miteru 4th Specials,11,Studio Deen,"['Comedy', 'Omake', 'Shoujo-ai']",DVD Special,2009,3.75
1809,Maria Watches Over Us 4th: Don't Tell Mother Maria.,11,Studio Deen,"['Comedy', 'Omake', 'Shoujo-ai']",DVD Special,2009,3.75
1810,Soar High! Isami,50,Group TAC,[],TV,1995,3.75
1811,Tobe! Isami,50,Group TAC,[],TV,1995,3.75
1812,Detective Conan OVA 8: High School Girl Detective Sonoko Suzuki's Case Files,1,,['Detectives'],OVA,2008,3.75
1813,Meitantei Conan OVA 8: Joshi Kousein Tantei Suzuki Sonoko no Jikenbo,1,,['Detectives'],OVA,2008,3.75
1814,Meitantei Conan Bonus File 6: Fantasista no Hana,1,,[],OVA,2012,3.75
1815,Detective Conan Magic File 6: Fantasista Flower,1,,[],OVA,2012,3.75
1816,One Piece Movie 2: Clockwork Island Adventure,1,Toei Animation,"['Adventure', 'Pirates', 'Shounen']",Movie,2001,3.75
1817,Aoharu x Machinegun,12,Brains-Base,"['Action', 'Based on a Manga', 'Comedy', 'Crossdressing', 'Drama', 'Tournaments']",TV,2015,3.75
1818,Aoharu x Kikanjuu,12,Brains-Base,"['Action', 'Based on a Manga', 'Comedy', 'Crossdressing', 'Drama', 'Tournaments']",TV,2015,3.75
1819,Shaman King,64,XEBEC,"['Action', 'Adventure', 'Based on a Manga', 'Shounen', 'Tournaments']",TV,2001,3.75
1820,MM!,12,XEBEC,"['Based on a Light Novel', 'Comedy', 'Fetish', 'Romance', 'School Club', 'School Life', 'Seinen', 'Tsundere']",TV,2010,3.75
1821,Little Nemo: Adventures in Slumberland,1,TMS Entertainment,"['Adventure', 'Family Friendly', 'Fantasy', 'Person in a Strange World']",Movie,1989,3.75
1822,Origin: Spirits of the Past,1,GONZO,"['Dystopia', 'Environmental', 'Original Work', 'Post-apocalyptic', 'Sci Fi']",Movie,2006,3.75
1823,Gin-iro no Kami no Agito,1,GONZO,"['Dystopia', 'Environmental', 'Original Work', 'Post-apocalyptic', 'Sci Fi']",Movie,2006,3.75
1824,Yowapeda: Special Ride,1,TMS Entertainment,['Cycling'],OVA,2013,3.75
1825,Yowamushi Pedal: Special Ride,1,TMS Entertainment,['Cycling'],OVA,2013,3.75
1826,Yondemasuyo Azazel-san TV,13,Production I.G,"['Based on a Manga', 'Comedy', 'Crude', 'Demons', 'Fantasy']",TV,2011,3.75
1827,You're Being Summoned Azazel,13,Production I.G,"['Based on a Manga', 'Comedy', 'Crude', 'Demons', 'Fantasy']",TV,2011,3.75
1828,Amagami SS OVA,6,AIC,"['Based on a Visual Novel', 'Romance', 'School Life']",OVA,2011,3.75
1829,Lupin III: The Fuma Conspiracy,1,TMS Entertainment,"['Action', 'Adventure', 'Thieves']",OVA,1987,3.75
1830,Ansatsu Kyoushitsu Episode 0: Deai no Jikan,1,Lerche,"['Action', 'Aliens', 'Based on a Manga', 'Comedy', 'School Life']",Other,2014,3.75
1831,Assassination Classroom Episode 0: Deai no Jikan,1,Lerche,"['Action', 'Aliens', 'Based on a Manga', 'Comedy', 'School Life']",Other,2014,3.75
1832,Digimon Movie 2: Bokura no War Game,1,Toei Animation,"['Action', 'Family Friendly', 'Fantasy', 'Sci Fi', 'Shounen']",Movie,2000,3.75
1833,Hakuouki Reimeiroku,12,Studio Deen,"['Based on an Otome Game', 'Based on a Visual Novel', 'Drama', 'Feudal Japan', 'Historical', 'Samurai']",TV,2012,3.75
1834,Hakuoki: Demon of the Fleeting Blossom - Dawn of the Shinsengumi,12,Studio Deen,"['Based on an Otome Game', 'Based on a Visual Novel', 'Drama', 'Feudal Japan', 'Historical', 'Samurai']",TV,2012,3.75
1835,Hatsukoi Limited,12,J.C.Staff,"['Based on a Manga', 'Comedy', 'Romance', 'School Life', 'Slice of Life']",TV,2009,3.74
