ID,Title,Episodes,Producers,Genres,Type,Year,Rating
1094,Hakuouki Reimeiroku,12,"['Studio Deen', 'Sentai Filmworks']","['Action', 'Drama', 'Historical', 'Samurai', 'Shoujo', 'Supernatural']", TV,2012,7.65
1095,Acchi Kocchi (TV): Place=Princess,1,['AIC'],"['Comedy', 'Romance', 'School', 'Seinen', 'Slice of Life']", Special,2012,7.65
1096,Kemonozume,13,['Madhouse'],"['Action', 'Demons', 'Horror', 'Romance', 'Supernatural']", TV,2006,7.65
1097,Kuruneko,50,['DAX Production'],"['Comedy', 'Slice of Life']", TV,2009,7.66
1098,Log Horizon 2nd Season,25,"['Studio Deen', 'NHK', 'NHK Enterprises', 'Sentai Filmworks']","['Action', 'Adventure', 'Fantasy', 'Game', 'Magic', 'Shounen']", TV,2014,7.65
1099,Mikakunin de Shinkoukei,12,"['Doga Kobo', 'DAX Production', 'Sentai Filmworks', 'Mikakunin de Shinkoukei Production Committee', 'TOHO animation']","['Comedy', 'Romance', 'School', 'Seinen', 'Slice of Life']", TV,2014,7.65
1100,Mobile Police Patlabor: The New Files,16,"['Sunrise', 'Touhouku Shinsha', 'Central Park Media', 'Maiden Japan']","['Comedy', 'Mecha', 'Police', 'Sci-Fi']", OVA,1990,7.65
1101,Naruto: Shippuuden Movie 5 - Blood Prison,1,"['Studio Pierrot', 'TV Tokyo', 'Aniplex', 'Dentsu', 'Viz Media']","['Action', 'Adventure', 'Martial Arts', 'Mystery', 'Shounen', 'Super Power']", Movie,2011,7.65
1102,Omoide Poroporo,1,"['Studio Ghibli', 'Tokuma Shoten', 'GKids']","['Drama', 'Romance', 'Slice of Life']", Movie,1991,7.65
1103,Pokemon: Mewtwo no Gyakushuu,1,"['TV Tokyo', 'Oriental Light and Magic', 'Shogakukan Productions', 'Imagica', '4Kids Entertainment', 'Warner Bros.', 'Studio Jack']","['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Kids']", Movie,1998,7.65
1104,SaintOniisan,2,['A-1 Pictures'],"['Comedy', 'Seinen', 'Slice of Life']", OVA,2012,7.65
1105,"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru",10,"['Diomedea', 'DAX Production', 'Sentai Filmworks', 'Studio Jack', 'Mages']","['Comedy', 'Romance', 'School']", TV,2013,7.65
1106,Cardcaptor Sakura Specials,3,['NHK Enterprises'],['Comedy'], Special,1998,7.64
1107,Ushio to Tora (TV),26,"['Sentai Filmworks', 'MAPPA', 'Studio VOLN']","['Action', 'Adventure', 'Comedy', 'Demons', 'Shounen', 'Supernatural']", TV,2015,7.65
1108,Yawara!,124,"['Madhouse', 'Kitty Films', 'Animeigo']","['Action', 'Comedy', 'Drama', 'Martial Arts', 'Romance', 'Slice of Life', 'Sports']", TV,1989,7.65
1109,Area 88,3,"['Studio Pierrot', 'ADV Films', 'Central Park Media']","['Action', 'Adventure', 'Drama', 'Military', 'Romance']", OVA,1985,7.64
1110,So Ra No Wo To Specials,2,"['Aniplex', 'A-1 Pictures']","['Military', 'Music', 'Sci-Fi', 'Slice of Life']", Special,2010,7.65
1111,Shugo Chara!! Doki,51,"['TV Tokyo', 'Satelight']","['Comedy', 'Magic', 'School', 'Shoujo']", TV,2008,7.65
1112,Amagami SS+ Plus,13,"['AIC', 'TBS', 'Sentai Filmworks']","['Comedy', 'Romance', 'School', 'Slice of Life']", TV,2012,7.64
1113,Shinryaku! Ika Musume,12,"['TV Tokyo', 'Diomedea', 'Lantis', 'Pony Canyon', 'Media Blasters', 'TYO Animations', 'Studio Jack']","['Comedy', 'Shounen', 'Slice of Life']", TV,2010,7.65
1114,Cross Road,1,"['The Answer Studio', 'CoMix Wave Films']","['School', 'Slice of Life']", Special,2014,7.64
1115,Detective Conan: Black History 2,1,['TMS Entertainment'],"['Adventure', 'Comedy', 'Mystery', 'Police', 'Shounen']", Special,2007,7.64
1116,Digimon Tamers,51,"['Toei Animation', 'Yomiko Advertising', 'Fuji TV']","['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Shounen']", TV,2001,7.64
1117,Donten ni Warau,12,"['VAP', 'Doga Kobo', 'FUNimation Entertainment', 'Nippon Television Network Corporation']","['Action', 'Historical', 'Shoujo']", TV,2014,7.64
1118,Future GPX Cyber Formula Saga,8,['Sunrise'],"['Drama', 'Sci-Fi', 'Shounen', 'Sports']", OVA,1996,7.64
1119,Ghost in the Shell: Arise - Border:4 Ghost Stands Alone,1,"['Production I.G', 'Bandai Visual', 'FUNimation Entertainment']","['Mecha', 'Police', 'Psychological', 'Sci-Fi']", Movie,2014,7.64
1120,Hidamari Sketch Specials,2,"['Shaft', 'Lantis', 'Sentai Filmworks']","['Comedy', 'School', 'Slice of Life']", Special,2007,7.64
1121,Chuunibyou demo Koi ga Shitai!: Kirameki no... Slapstick Noel,1,"['Kyoto Animation', 'Lantis', 'Pony Canyon', 'TBS', 'Rakuonsha', 'Sentai Filmworks']","['Comedy', 'School']", Special,2013,7.64
1122,Kimagure OrangeRoad OVA,8,['Studio Pierrot'],"['Comedy', 'Drama', 'Magic', 'Romance', 'School']", OVA,1989,7.64
1123,Kamichu! Specials,4,"['Geneon Universal Entertainment', 'FUNimation Entertainment', 'Brains Base']","['Comedy', 'Drama', 'Slice of Life', 'Supernatural']", Special,2005,7.64
1124,Naruto x UT,1,['Studio Pierrot'],"['Action', 'Comedy', 'Martial Arts', 'Shounen', 'Super Power']", OVA,2011,7.64
1125,Kanojo to Kanojo no Neko,1,['ADV Films'],"['Drama', 'Psychological', 'Romance', 'Slice of Life']", OVA,2002,7.64
1126,On Your Mark,1,['Studio Ghibli'],"['Drama', 'Music', 'Sci-Fi']", Music,1995,7.64
1127,Lupin III (2015),24,"['TMS Entertainment', 'Telecom Animation Film']","['Action', 'Adventure', 'Comedy', 'Shounen']", TV,2015,7.64
1128,Mai-HiME,26,"['Sunrise', 'FUNimation Entertainment', 'Bandai Entertainment', 'TV Tokyo Music', 'Studio Zain']","['Action', 'Comedy', 'Drama', 'Fantasy', 'Magic', 'Mecha', 'Romance', 'School', 'Shoujo Ai']", TV,2004,7.64
1129,Salaryman Kintarou,20,['TBS'],"['Comedy', 'Drama', 'Seinen']", TV,2001,7.64
1130,Persona 4 The Animation: No One is Alone,1,"['Aniplex', 'AIC A.S.T.A.', 'Sentai Filmworks']","['Adventure', 'Mystery', 'School', 'Sci-Fi', 'Super Power', 'Supernatural']", Special,2012,7.64
1131,Saki Achiga-hen: Episode of Side-A Specials,4,"['Lantis', 'Studio Gokumi', 'Saki Achiga-hen Production Committee', 'TV Tokyo Music']","['Game', 'School', 'Slice of Life']", Special,2012,7.64
1132,Shinreigari: Ghost Hound,22,"['Production I.G', 'WOWOW', 'Pony Canyon', 'Sentai Filmworks', 'Showgate']","['Mystery', 'Psychological', 'Sci-Fi', 'Supernatural']", TV,2007,7.64
1133,Shinryaku!? Ika Musume,12,"['TV Tokyo', 'Diomedea', 'Nomad', 'Lantis', 'Pony Canyon', 'Production Reed', 'Encourage Films', 'TV Tokyo Music', 'Studio Jack']","['Comedy', 'Shounen', 'Slice of Life']", TV,2011,7.64
1134,Uchuu Senkan Yamato 2,26,['Academy Productions'],"['Action', 'Adventure', 'Drama', 'Military', 'Sci-Fi', 'Space']", TV,1978,7.64
1135,Kuroshitsuji II,12,"['Aniplex', 'A-1 Pictures', 'Square Enix', 'FUNimation Entertainment', 'Mainichi Broadcasting']","['Action', 'Comedy', 'Demons', 'Fantasy', 'Shounen', 'Supernatural']", TV,2010,7.64
1136,One Piece: Straw Hat Theater,5,['Toei Animation'],"['Adventure', 'Fantasy', 'Shounen']", Special,2006,7.64
1137,Aa! Megami-sama! (TV) Specials,3,"['Bandai Visual', 'AIC', 'Media Blasters', 'NYAV Post']","['Comedy', 'Magic', 'Romance', 'Seinen', 'Supernatural']", Special,2005,7.63
1138,Bleach: The DiamondDust Rebellion,1,"['Studio Pierrot', 'Viz Media']","['Action', 'Adventure', 'Martial Arts', 'Shounen', 'Supernatural']", Movie,2007,7.63
1139,"Yondemasu yo, Azazel-san. Z",13,"['Production I.G', 'Right Stuf']","['Comedy', 'Demons', 'Supernatural']", TV,2013,7.64
1140,Amagami SS,25,"['AIC', 'Pony Canyon', 'TBS', 'Sentai Filmworks']","['Comedy', 'Romance', 'School', 'Slice of Life']", TV,2010,7.63
1141,Chuunibyou demo Koi ga Shitai! Ren: The Rikka Wars,1,"['Kyoto Animation', 'Lantis', 'Sentai Filmworks']","['Comedy', 'Drama', 'Romance', 'School', 'Slice of Life']", Special,2014,7.63
1142,City Hunter: Kinkyuu Namachuukei!? Kyouakuhan Saeba Ryou no Saigo,1,['Sunrise'],['Shounen'], Special,1999,7.63
1143,Yamada-kun to 7-nin no Majo (OVA),2,['LIDENFILMS'],"['Comedy', 'Romance', 'School', 'Shounen']", OVA,2014,7.64
1144,Date A Live,12,"['FUNimation Entertainment', 'AIC Plus+', 'Nippon Columbia']","['Comedy', 'Harem', 'Mecha', 'Romance', 'School', 'Sci-Fi']", TV,2013,7.63
1145,Detective Conan Movie 11: Jolly Roger in the Deep Azure,1,"['TMS Entertainment', 'Big Bang']","['Adventure', 'Comedy', 'Mystery', 'Police', 'Shounen']", Movie,2007,7.63
1146,Detective Conan: Black History,1,['TMS Entertainment'],"['Adventure', 'Comedy', 'Mystery', 'Police', 'Shounen']", Special,2007,7.63
1147,Gokudou-kun Manyuuki,26,"['Trans Arts', 'SoftX', 'Media Blasters']","['Adventure', 'Comedy', 'Fantasy', 'Magic']", TV,1999,7.63
1148,Haikyuu!! Movie 1: Owari to Hajimari,1,"['Production I.G', 'TOHO animation']","['Comedy', 'Drama', 'School', 'Shounen', 'Sports']", Movie,2015,7.63
1149,Grisaia no Kajitsu,13,"['Frontier Works', 'AT-X', 'Sentai Filmworks', '8bit', 'Bushiroad Inc.', 'NBCUniversal Entertainment']","['Drama', 'Harem', 'Psychological', 'Romance', 'School']", TV,2014,7.63
1150,Freedom,7,"['Sunrise', 'Bandai Visual', 'NYAV Post']","['Action', 'Adventure', 'Sci-Fi']", OVA,2006,7.63
1151,Hoshi no Koe,1,"['ADV Films', 'CoMix Wave Films']","['Drama', 'Mecha', 'Romance', 'Sci-Fi', 'Space']", OVA,2002,7.63
1152,Fate/stay night,24,"['Geneon Universal Entertainment', 'Studio Deen', 'Frontier Works', 'TBS', 'Sentai Filmworks', 'Notes']","['Action', 'Fantasy', 'Magic', 'Romance', 'Supernatural']", TV,2006,7.63
1153,Kaitou Saint Tail,43,"['Tokyo Movie Shinsha', 'TOKYOPOP']","['Adventure', 'Magic', 'Romance', 'Shoujo']", TV,1995,7.63
1154,Prince of Tennis: Eikokushiki Teikyuu Shiro Kessen!,1,"['Production I.G', 'NAS', 'M.S.C']","['Action', 'Comedy', 'School', 'Shounen', 'Sports']", Movie,2011,7.63
1155,Pretty Rhythm: Aurora Dream,51,"['Nomad', 'Tatsunoko Productions']","['Music', 'Shoujo', 'Slice of Life', 'Sports']", TV,2011,7.62
1156,Otome Youkai Zakuro,13,"['J.C.Staff', 'Aniplex', 'NIS America, Inc.']","['Demons', 'Historical', 'Military', 'Romance', 'Seinen', 'Supernatural']", TV,2010,7.63
1157,Owari no Seraph,12,"['FUNimation Entertainment', 'Rakuonsha', 'Wit Studio', 'NBCUniversal Entertainment']","['Action', 'Drama', 'Shounen', 'Supernatural', 'Vampire']", TV,2015,7.63
1158,Metropolis,1,"['Madhouse', 'Kadokawa Shoten']","['Adventure', 'Drama', 'Police', 'Romance', 'Sci-Fi', 'Shounen']", Movie,2001,7.63
1159,Mobile Fighter G Gundam,49,"['Sunrise', 'TV Asahi', 'Bandai Entertainment']","['Adventure', 'Comedy', 'Drama', 'Martial Arts', 'Mecha', 'Romance', 'Sci-Fi', 'Shounen', 'Space', 'Sports']", TV,1994,7.63
1160,Kidou Senkan Nadesico,26,"['Xebec', 'Starchild Records', 'ADV Films', 'Yomiko Advertising', 'Right Stuf']","['Action', 'Comedy', 'Mecha', 'Military', 'Parody', 'Romance', 'Sci-Fi', 'Shounen', 'Space']", TV,1996,7.63
1161,Shonan Junai Gumi!,5,['J.C.Staff'],"['Action', 'Comedy', 'School']", OVA,1994,7.63
1162,"Shin Kimagure OrangeRoad: Soshite, Ano Natsu no Hajimari",1,"['Studio Pierrot', 'VAP', 'ADV Films', 'Toho Company']","['Comedy', 'Drama', 'Ecchi', 'Fantasy', 'Magic', 'Romance', 'Shounen', 'Slice of Life']", Movie,1996,7.63
1163,Toshokan Sensou,12,"['Production I.G', 'Fuji TV', 'Code', 'Discotek', 'Asmik Ace Entertainment', 'ASCII Media Works', 'Sony Music Entertainment', 'Atelier Musa']","['Action', 'Comedy', 'Military', 'Romance']", TV,2008,7.63
1164,Sengoku Basara,12,"['Production I.G', 'Dentsu', 'FUNimation Entertainment', 'Shochiku', 'Mainichi Broadcasting', 'Movic', 'flying DOG']","['Action', 'Historical', 'Martial Arts', 'Samurai', 'Super Power']", TV,2009,7.63
1165,True Tears,13,"['Bandai Visual', 'Lantis', 'P.A. Works']","['Drama', 'Romance', 'School']", TV,2008,7.63
1166,Sayonara Zetsubou Sensei Jo: Zoku Zetsubou Shoujo Senshuu,1,['Shaft'],"['Comedy', 'Parody', 'School']", Special,2008,7.63
1167,Urusei Yatsura OVA,11,['Animeigo'],"['Adventure', 'Comedy', 'Sci-Fi']", OVA,1985,7.63
1168,Vampire Knight Guilty,13,"['TV Tokyo', 'Aniplex', 'Studio Deen', 'Viz Media']","['Drama', 'Mystery', 'Shoujo', 'Supernatural', 'Vampire']", TV,2008,7.63
1169,Zero no Tsukaima: Princesses no Rondo,12,"['J.C.Staff', 'Sentai Filmworks']","['Action', 'Adventure', 'Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Magic', 'Romance', 'School']", TV,2008,7.63
1170,Acchi Kocchi,1,['add some'],['Dementia'], Movie,1962,7.62
1171,Afro Samurai Movie,1,"['Gonzo', 'FUNimation Entertainment']","['Action', 'Adventure', 'Samurai']", Movie,2007,7.62
1172,Bishoujo Senshi Sailor Moon SuperS,39,"['Toei Animation', 'TV Asahi', 'Viz Media']","['Drama', 'Magic', 'Romance', 'Shoujo']", TV,1995,7.62
1173,Bleach: Memories of Nobody,1,"['Studio Pierrot', 'TV Tokyo', 'Dentsu', 'Viz Media']","['Action', 'Adventure', 'Martial Arts', 'Super Power']", Movie,2006,7.62
1174,Bokura ga Ita,26,"['Artland', 'Marvelous Entertainment', 'Pony Canyon', 'Delphi Sound']","['Drama', 'Romance', 'Shoujo', 'Slice of Life']", TV,2006,7.62
1175,Captain Harlock,1,['Toei Animation'],"['Action', 'Drama', 'Sci-Fi', 'Space']", Movie,2013,7.62
1176,Fairy Tail x Rave,1,"['Satelight', 'A-1 Pictures']","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Magic', 'Shounen']", OVA,2013,7.62
1177,Gundam Build Fighters Try,25,"['Sunrise', 'TV Tokyo', 'Sotsu Agency']","['Action', 'Mecha', 'Sci-Fi']", TV,2014,7.62
1178,Chrome Shelled Regios,24,"['FUNimation Entertainment', 'Zexcs', 'AMG MUSIC']","['Action', 'Adventure', 'Fantasy', 'School', 'Sci-Fi']", TV,2009,7.62
1179,Ie Naki Ko Remi Specials,3,['Nippon Animation'],"['Adventure', 'Drama']", Special,1997,7.62
1180,Hokuto no Ken 2,43,"['Toei Animation', 'Discotek']","['Action', 'Drama', 'Martial Arts', 'Super Power']", TV,1987,7.62
1181,Mobile Suit Gundam II: Soldiers of Sorrow,1,"['Sunrise', 'Bandai Entertainment']","['Drama', 'Mecha', 'Military', 'Sci-Fi', 'Shounen', 'Space']", Movie,1981,7.62
1182,Initial D Battle Stage,1,"['OB Planning', 'Fuji TV']","['Action', 'Cars', 'Drama', 'Seinen', 'Sports']", OVA,2002,7.62
1183,Rozen Maiden,12,"['Nomad', 'Mellow Head', 'Pony Canyon', 'TBS', 'Sentai Filmworks', 'Memory-Tech', 'Studio Jack']","['Action', 'Comedy', 'Drama', 'Magic', 'Seinen']", TV,2004,7.62
1184,Level E,13,"['Studio Pierrot', 'Aniplex', 'FUNimation Entertainment', 'David Production', 'TV Tokyo Music', 'Sony Music Entertainment', 'Sakura Create']","['Comedy', 'Sci-Fi', 'Shounen']", TV,2011,7.62
1185,Paniponi Dash!,26,"['Shaft', 'Square Enix', 'Starchild Records', 'FUNimation Entertainment', 'GANSIS']","['Comedy', 'Parody', 'School']", TV,2005,7.62
1186,Mugen no Ryvius,26,"['Sunrise', 'TV Tokyo', 'Bandai Visual', 'Yomiko Advertising', 'Bandai Entertainment', 'Sentai Filmworks']","['Drama', 'Mecha', 'Military', 'Psychological', 'Sci-Fi', 'Space']", TV,1999,7.62
1187,Magic Knight Rayearth II,29,"['TMS Entertainment', 'Media Blasters', 'Discotek']","['Adventure', 'Drama', 'Fantasy', 'Magic', 'Mecha', 'Romance', 'Shoujo']", TV,1995,7.62
1188,Kiniro no Corda: Primo Passo - Hitonatsu no Encore,1,"['Aniplex', 'Yumeta Company', 'Hakusensha', 'Koei', 'Sentai Filmworks']","['Harem', 'Music', 'Romance', 'School', 'Shoujo']", Special,2007,7.62
1189,AKB0048,13,"['Satelight', 'Starchild Records', 'Magic Capsule', 'Sentai Filmworks', 'AKB0048 Production Committee', 'GANSIS']","['Music', 'Sci-Fi']", TV,2012,7.61
1190,The iDOLM@STER: 765 Pro to Iu Monogatari,1,"['Aniplex', 'A-1 Pictures']","['Comedy', 'Drama', 'Music']", Special,2012,7.62
1191,Aishiteruze Baby,26,"['TMS Entertainment', 'Animax', 'Toei Video', 'Sunny Side Up']","['Comedy', 'Drama', 'Romance', 'Shoujo']", TV,2004,7.61
1192,Uta noPrince-sama Maji Love 2000%,13,"['A-1 Pictures', 'Sentai Filmworks', 'Showgate']","['Comedy', 'Harem', 'Music', 'Romance', 'School', 'Shoujo']", TV,2013,7.62
1193,Samurai 7,26,"['Gonzo', 'GDH', 'FUNimation Entertainment']","['Historical', 'Mecha', 'Samurai', 'Sci-Fi']", TV,2004,7.62
1194,Dareka no Manazashi,1,['CoMix Wave Films'],"['Drama', 'Slice of Life']", Movie,2013,7.61
1195,Bishoujo Senshi Sailor Moon SuperS: Sailor 9 Senshi Shuuketsu! Black Dream Hole no Kiseki,1,"['Toei Animation', 'Viz Media', 'Production Reed']","['Drama', 'Magic', 'Shoujo']", Movie,1995,7.61
1196,Chobits,26,"['Madhouse', 'Geneon Universal Entertainment', 'FUNimation Entertainment', 'TBS', 'Pioneer LDC']","['Comedy', 'Drama', 'Ecchi', 'Romance', 'Sci-Fi', 'Seinen']", TV,2002,7.61
1197,Date A Live: Date to Date,1,"['FUNimation Entertainment', 'AIC Plus+', 'Nippon Columbia']","['Mecha', 'Romance', 'School', 'Sci-Fi']", OVA,2013,7.61
1198,Detective Conan: Conan vs. Kid - Jet Black Sniper,1,['add some'],"['Adventure', 'Comedy', 'Mystery', 'Police', 'Shounen']", Movie,2006,7.61
1199,Doraemon Movie 27: Nobita no Shin Makai Daibouken - 7-nin no Mahou Tsukai,1,"['TV Asahi', 'Shin-Ei Animation']","['Adventure', 'Comedy', 'Fantasy']", Movie,2007,7.61
1200,Digimon Adventure Movie,1,['Toei Animation'],"['Action', 'Fantasy', 'Kids', 'Sci-Fi']", Movie,1999,7.59
1201,Doraemon (2005),  Unknown,"['Studio Pierrot', 'TV Asahi', 'Shin-Ei Animation']","['Comedy', 'Kids', 'Sci-Fi', 'Shounen']", TV,2005,7.59
1202,Dragon Ball Z Movie 13: Ryuuken Bakuhatsu!! Goku ga Yaraneba Dare ga Yaru,1,"['Toei Animation', 'FUNimation Entertainment']","['Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Shounen']", Movie,1995,7.59
1203,ef: A Tale of Memories. - Recollections,1,"['Shaft', 'Rondo Robe']","['Drama', 'Mystery', 'Romance']", Special,2008,7.59
1204,Grimm Masterpiece Theater,24,['Nippon Animation'],"['Adventure', 'Comedy', 'Fantasy', 'Kids', 'Magic']", TV,1987,7.59
1205,Full Metal Panic! The Second Raid Episode 000,1,"['Kyoto Animation', 'FUNimation Entertainment', 'Kadokawa Shoten']","['Action', 'Adventure', 'Mecha', 'Military']", Special,2005,7.59
1206,Hikaru no Go Special,1,['Studio Pierrot'],"['Comedy', 'Game', 'Shounen', 'Supernatural']", OVA,2002,7.59
1207,Hakkenden: Touhou Hakken Ibun,13,"['Bandai Visual', 'Studio Deen', 'Frontier Works', 'Lantis', 'Movic', 'DAX Production', 'Sentai Filmworks']","['Action', 'Fantasy', 'Shoujo', 'Supernatural']", TV,2013,7.59
1208,Higurashi no Naku Koro ni Rei,5,"['Studio Deen', 'Sentai Filmworks']","['Comedy', 'Mystery', 'Supernatural', 'Thriller']", OVA,2009,7.59
1209,Kamichama Karin,26,"['Satelight', 'Broccoli', 'NAS', 'Pony Canyon', 'Studio Kelmadick']","['Comedy', 'Fantasy', 'Magic', 'School', 'Shoujo']", TV,2007,7.59
1210,Kamisama no Inai Nichiyoubi,12,"['Madhouse', 'Starchild Records', 'Sentai Filmworks']","['Fantasy', 'Mystery']", TV,2013,7.59
1211,Hakuouki,12,"['Studio Deen', 'Sentai Filmworks']","['Action', 'Drama', 'Historical', 'Samurai', 'Shoujo', 'Supernatural']", TV,2010,7.59
1212,Minami-ke Betsubara,1,['Asread'],"['Comedy', 'Slice of Life']", OVA,2009,7.59
1213,Heppoko Jikken Animation Excel Saga,26,"['J.C.Staff', 'ADV Films', 'Victor Entertainment']","['Comedy', 'Parody', 'Sci-Fi', 'Shounen']", TV,1999,7.59
1214,Kowarekake no Orgel (Movie),1,['ElectromagneticWave'],"['Drama', 'Music', 'Sci-Fi', 'Slice of Life']", Movie,2010,7.58
1215,Mardock Scramble: The Third Exhaust,1,"['Aniplex', 'Starchild Records', 'GoHands', 'Sentai Filmworks']","['Action', 'Psychological', 'Sci-Fi']", Movie,2012,7.59
1216,Nihon Animator Mihonichi,35,"['Studio Khara', 'Dwango', 'Trigger']","['Action', 'Dementia', 'Ecchi', 'Fantasy', 'Mecha', 'Military', 'Music', 'School', 'Sci-Fi', 'Space', 'Supernatural']", ONA,2014,7.59
1217,One Piece: Romance Dawn Story,1,['Toei Animation'],"['Action', 'Comedy', 'Fantasy', 'Shounen', 'Super Power']", OVA,2008,7.59
1218,Rurouni Kenshin Special,1,"['Studio Deen', 'SME Visual Works', 'Fuji TV', 'Media Blasters']","['Action', 'Historical', 'Romance', 'Samurai']", Special,1998,7.59
1219,Shoujo Kakumei Utena: Adolescence Mokushiroku,1,"['J.C.Staff', 'Central Park Media']","['Dementia', 'Drama', 'Fantasy', 'Romance', 'Shoujo']", Movie,1999,7.59
1220,Simoun,26,"['Bandai Visual', 'Studio Deen', 'Media Blasters', 'TV Tokyo Music']","['Drama', 'Magic', 'Military', 'Romance', 'Shoujo Ai']", TV,2006,7.59
1221,Tetsujin 28-gou (2004),26,['Genco'],"['Adventure', 'Mecha', 'Sci-Fi', 'Shounen']", TV,2004,7.59
1222,X,24,"['Madhouse', 'Bandai Visual', 'Kadokawa Shoten', 'd-rights', 'chara-ani.com']","['Action', 'Drama', 'Fantasy', 'Magic', 'Romance', 'Super Power']", TV,2001,7.59
1223,Angel Densetsu,2,['Toei Animation'],"['Action', 'Comedy', 'School']", OVA,1996,7.58
1224,Candy Candy,115,['Toei Animation'],"['Drama', 'Shoujo', 'Slice of Life']", TV,1976,7.58
1225,Tiger & Bunny Movie 1: The Beginning,1,"['Sunrise', 'Viz Media']","['Action', 'Comedy', 'Mystery', 'Super Power']", Movie,2012,7.59
1226,City Hunter: Hyakuman Dollar no Inbou,1,['Sunrise'],"['Action', 'Comedy', 'Mystery', 'Shounen']", OVA,1990,7.58
1227,Ghost in the Shell (2015),1,"['Production I.G', 'FUNimation Entertainment']","['Action', 'Mecha', 'Police', 'Psychological', 'Sci-Fi']", Movie,2015,7.58
1228,Gokinjo Monogatari,50,['Toei Animation'],"['Comedy', 'Drama', 'Romance', 'Slice of Life']", TV,1995,7.58
1229,Kara no Kyoukai: Mirai Fukuin - Extra Chorus,1,"['ufotable', 'Aniplex of America']","['Drama', 'Mystery', 'Seinen', 'Supernatural']", Special,2013,7.58
1230,Lodoss-tou Senki,13,"['Madhouse', 'Kadokawa Shoten', 'TBS', 'Marubeni', 'Central Park Media']","['Action', 'Adventure', 'Fantasy', 'Magic', 'Shounen', 'Supernatural']", OVA,1990,7.58
1231,Maria-sama ga Miteru Specials,7,"['Studio Deen', 'Right Stuf']","['Drama', 'Romance', 'School', 'Shoujo', 'Shoujo Ai', 'Slice of Life']", Special,2004,7.58
1232,Karas,6,"['Tatsunoko Productions', 'Showgate']","['Action', 'Fantasy', 'Sci-Fi']", OVA,2005,7.58
1233,Mobile Suit Gundam Seed Destiny Final Plus: The Chosen Future,1,"['Sunrise', 'Mainichi Broadcasting', 'Bandai Entertainment']","['Drama', 'Mecha', 'Military', 'Sci-Fi', 'Shounen', 'Space']", OVA,2005,7.58
